trade_num,asset,direction,ob_zone,decision_time_ist,entry_time_ist,exit_time_ist,entry_price,sl_price,tp_price,sl_dist_pct,leverage,actual_sl_risk_pct,tp_ret_pct,outcome,realized_r,loss_mechanism,starting_capital_gross,gross_pnl_usd,ending_capital_gross,starting_capital_net,fees_usd,net_pnl_usd,ending_capital_net
157,SOLUSD,LONG,"[138.88, 141.60]",2024-08-29 23:30 IST,2024-08-29 23:30 IST,2024-08-29 23:30 IST,140.9193,138.877,141.7648,1.4492,24.15,35.0,14.49,FILLED_TP,0.414,N/A,5272387.2094,763990.5926,6036377.802,8146.2268,157.3896,1023.0322,9169.259
158,SOLUSD,SHORT,"[139.89, 141.18]",2024-08-30 17:30 IST,2024-08-30 17:30 IST,2024-08-30 17:30 IST,140.2095,141.18,139.3682,0.6922,50.56,35.0,30.34,FILLED_TP,0.8668,N/A,6036377.802,1831376.3814,7867754.1834,9169.259,370.9148,2410.9462,11580.2052
159,ETHUSD,SHORT,"[2510.25, 2551.40]",2024-08-30 23:30 IST,2024-08-30 23:30 IST,2024-08-30 23:30 IST,2520.5375,2551.4,2505.4143,1.2244,28.58,35.0,17.15,FILLED_TP,0.49,N/A,7867754.1834,1349373.3776,9217127.561,11580.2052,264.8112,1721.2728,13301.478
160,XRPUSD,SHORT,"[0.56, 0.57]",2024-08-31 02:30 IST,2024-08-31 02:30 IST,2024-08-31 05:30 IST,0.5646,0.5677,0.5612,0.5446,64.27,35.0,38.56,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,9217127.561,-3225994.6464,5991132.9147,13301.478,683.869,-5339.3863,7962.0917
161,ETHUSD,SHORT,"[2477.55, 2493.25]",2024-09-01 20:30 IST,2024-09-01 20:30 IST,2024-09-01 20:30 IST,2481.475,2493.25,2466.5862,0.4745,73.76,35.0,44.26,FILLED_TP,1.2644,N/A,5991132.9147,2651412.1235,8642545.0381,7962.0917,469.8229,3053.8489,11015.9406
162,XRPUSD,LONG,"[0.55, 0.56]",2024-09-01 21:30 IST,2024-09-01 22:30 IST,2024-09-01 23:30 IST,0.5542,0.5466,0.5576,1.3802,25.36,35.0,15.21,FILLED_TP,0.4347,N/A,8642545.0381,1314937.8083,9957482.8464,11015.9406,223.4724,1452.5706,12468.5112
163,SOLUSD,LONG,"[126.86, 130.43]",2024-09-02 08:30 IST,2024-09-02 08:30 IST,2024-09-02 08:30 IST,129.5332,126.855,130.3104,2.0676,16.93,35.0,10.16,FILLED_TP,0.2902,N/A,9957482.8464,1011344.2514,10968827.0978,12468.5112,168.8507,1097.5293,13566.0406
164,ETHUSD,SHORT,"[2503.90, 2528.35]",2024-09-02 14:30 IST,2024-09-02 14:30 IST,2024-09-02 14:30 IST,2510.0125,2528.35,2494.9524,0.7306,47.91,35.0,28.74,FILLED_TP,0.8213,N/A,10968827.0978,3152936.6361,14121763.7339,13566.0406,519.9324,3379.5607,16945.6013
165,XRPUSD,SHORT,"[0.56, 0.56]",2024-09-02 22:30 IST,2024-09-02 22:30 IST,2024-09-02 22:30 IST,0.5604,0.5622,0.557,0.3212,100.0,32.12,60.0,FILLED_TP,1.868,N/A,14121763.7339,8473058.2404,22594821.9743,16945.6013,1355.6481,8811.7127,25757.314
166,SOLUSD,SHORT,"[134.57, 136.16]",2024-09-03 01:30 IST,2024-09-03 01:30 IST,2024-09-03 01:30 IST,134.969,136.157,134.1592,0.8802,39.76,35.0,23.86,FILLED_TP,0.6817,N/A,22594821.9743,5390708.0024,27985529.9767,25757.314,819.3627,5325.8576,31083.1716
167,ETHUSD,LONG,"[2492.55, 2527.90]",2024-09-03 08:30 IST,2024-09-03 08:30 IST,2024-09-03 18:30 IST,2519.0625,2492.55,2534.1769,1.0525,33.25,35.0,19.95,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,27985529.9767,-9794935.4918,18190594.4848,31083.1716,826.9355,-11706.0455,19377.126
168,BTCUSD,LONG,"[58096.50, 58807.50]",2024-09-03 13:30 IST,2024-09-03 18:30 IST,2024-09-03 18:30 IST,58629.75,58096.5,58981.5285,0.9095,38.48,35.0,23.09,FILLED_TP,0.6597,N/A,18190594.4848,4200039.4087,22390633.8936,19377.126,596.5331,3877.4654,23254.5914
169,ETHUSD,LONG,"[2424.10, 2455.10]",2024-09-04 03:30 IST,2024-09-04 04:30 IST,2024-09-04 04:30 IST,2447.35,2424.1,2462.0341,0.95,36.84,35.0,22.11,FILLED_SL,-1.0,INSTANT_BLOWTHROUGH,22390633.8936,-7836721.8627,14553912.0308,23254.5914,685.3933,-8824.5003,14430.0911
170,SOLUSD,SHORT,"[133.48, 134.67]",2024-09-05 09:30 IST,2024-09-05 09:30 IST,2024-09-05 09:30 IST,133.78,134.674,132.9773,0.6683,52.37,35.0,31.42,FILLED_TP,0.8979,N/A,14553912.0308,4573542.4364,19127454.4672,14430.0911,604.6176,3930.0143,18360.1054
171,BTCUSD,SHORT,"[56472.50, 57325.00]",2024-09-05 22:30 IST,2024-09-05 23:30 IST,2024-09-06 00:30 IST,56685.625,57325.0,56345.5113,1.1279,31.03,35.0,18.62,FILLED_TP,0.5319,N/A,19127454.4672,3561178.6407,22688633.1078,18360.1054,455.775,2962.5374,21322.6429
172,ETHUSD,SHORT,"[2398.00, 2417.00]",2024-09-06 17:30 IST,2024-09-06 17:30 IST,2024-09-06 17:30 IST,2402.75,2417.0,2388.3335,0.5931,59.01,35.0,35.41,FILLED_TP,1.0117,N/A,22688633.1078,8033806.1558,30722439.2636,21322.6429,1006.6831,6543.4403,27866.0832
173,SOLUSD,SHORT,"[133.28, 134.92]",2024-09-06 17:30 IST,2024-09-06 17:30 IST,2024-09-06 17:30 IST,133.693,134.923,132.8908,0.92,38.04,35.0,22.83,FILLED_TP,0.6522,N/A,30722439.2636,7012591.5871,37735030.8508,27866.0832,848.0814,5512.5288,33378.612
174,BTCUSD,LONG,"[55633.00, 55931.50]",2024-09-06 18:30 IST,2024-09-06 18:30 IST,2024-09-06 18:30 IST,55856.875,55633.0,56192.0163,0.4008,87.33,35.0,52.4,FILLED_TP,1.497,N/A,37735030.8508,19771291.537,57506322.3877,33378.612,2331.8324,15156.9109,48535.5229
175,SOLUSD,LONG,"[127.51, 130.13]",2024-09-06 19:30 IST,2024-09-06 19:30 IST,2024-09-06 19:30 IST,129.4765,127.51,130.2534,1.5188,23.04,35.0,13.83,FILLED_TP,0.395,N/A,57506322.3877,7951185.5766,65457507.9643,48535.5229,894.7769,5816.0496,54351.5725
176,BTCUSD,LONG,"[52540.00, 53607.50]",2024-09-06 23:30 IST,2024-09-07 00:30 IST,2024-09-07 00:30 IST,53340.625,52540.0,53660.6687,1.501,23.32,35.0,13.99,FILLED_TP,0.3997,N/A,65457507.9643,9158149.2085,74615657.1728,54351.5725,1013.9093,6590.4103,60941.9828
177,ETHUSD,LONG,"[2275.70, 2300.00]",2024-09-07 21:30 IST,2024-09-07 21:30 IST,2024-09-07 22:30 IST,2293.925,2275.7,2307.6886,0.7945,44.05,35.0,26.43,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,74615657.1728,-26115480.0105,48500177.1623,60941.9828,2147.7627,-23477.4566,37464.5261
178,ETHUSD,SHORT,"[2291.65, 2311.20]",2024-09-08 09:30 IST,2024-09-08 09:30 IST,2024-09-08 17:30 IST,2296.5375,2311.2,2282.7583,0.6385,54.82,35.0,32.89,FILLED_TP,0.9398,N/A,48500177.1623,15952477.3252,64452654.4876,37464.5261,1643.0236,10679.6532,48144.1793
179,SOLUSD,SHORT,"[129.46, 131.10]",2024-09-08 12:30 IST,2024-09-08 12:30 IST,2024-09-08 12:30 IST,129.8715,131.103,129.0923,0.9482,36.91,35.0,22.15,FILLED_TP,0.6327,N/A,64452654.4876,14273797.9101,78726452.3977,48144.1793,1421.6126,9240.4818,57384.6611
180,XRPUSD,SHORT,"[0.53, 0.53]",2024-09-08 15:30 IST,2024-09-09 12:30 IST,2024-09-09 13:30 IST,0.5314,0.533,0.5282,0.2964,100.0,29.64,60.0,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,78726452.3977,-23332391.6877,55394060.71,57384.6611,4590.7729,-21598.0347,35786.6264
181,SOLUSD,LONG,"[126.47, 127.86]",2024-09-08 19:30 IST,2024-09-08 20:30 IST,2024-09-08 21:30 IST,127.5132,126.47,128.2783,0.8182,42.78,35.0,25.67,FILLED_TP,0.7334,N/A,55394060.71,14218357.1482,69612417.8581,35786.6264,1224.7451,7960.8432,43747.4695
182,BTCUSD,SHORT,"[54441.00, 54722.00]",2024-09-08 22:30 IST,2024-09-08 23:30 IST,2024-09-09 01:30 IST,54511.25,54722.0,54184.1825,0.3866,90.53,35.0,54.32,FILLED_TP,1.5519,N/A,69612417.8581,37811557.8517,107423975.7098,43747.4695,3168.3236,20594.1031,64341.5727
183,XRPUSD,LONG,"[0.53, 0.53]",2024-09-09 14:30 IST,2024-09-09 17:30 IST,2024-09-09 18:30 IST,0.53,0.5259,0.5332,0.7783,44.97,35.0,26.98,FILLED_TP,0.7709,N/A,107423975.7098,28986309.0239,136410284.7337,64341.5727,2314.846,15046.499,79388.0717
184,BTCUSD,LONG,"[54578.50, 54922.00]",2024-09-09 19:30 IST,2024-09-09 19:30 IST,2024-09-09 19:30 IST,54836.125,54578.5,55165.1418,0.4698,74.5,35.0,44.7,FILLED_TP,1.2771,N/A,136410284.7337,60974066.9282,197384351.662,79388.0717,4731.4258,30754.268,110142.3397
185,SOLUSD,SHORT,"[132.98, 134.95]",2024-09-09 23:30 IST,2024-09-09 23:30 IST,2024-09-09 23:30 IST,133.4753,134.952,132.6744,1.1064,31.63,35.0,18.98,FILLED_TP,0.5423,N/A,197384351.662,37465003.5123,234849355.1742,110142.3397,2787.4436,18118.3836,128260.7232
186,ETHUSD,SHORT,"[2355.80, 2401.00]",2024-09-10 02:30 IST,2024-09-10 02:30 IST,2024-09-10 02:30 IST,2367.1,2401.0,2352.8974,1.4321,24.44,35.0,14.66,FILLED_TP,0.419,N/A,234849355.1742,34437020.8888,269286376.063,128260.7232,2507.6598,16299.7889,144560.5121
187,XRPUSD,SHORT,"[0.54, 0.55]",2024-09-10 17:30 IST,2024-09-10 17:30 IST,2024-09-10 19:30 IST,0.5394,0.5452,0.5362,1.0706,32.69,35.0,19.62,FILLED_TP,0.5604,N/A,269286376.063,52821746.6937,322108122.7568,144560.5121,3780.8269,24575.3747,169135.8868
188,BTCUSD,LONG,"[56514.50, 57163.00]",2024-09-11 06:30 IST,2024-09-11 06:30 IST,2024-09-11 06:30 IST,57000.875,56514.5,57342.8803,0.8533,41.02,35.0,24.61,FILLED_TP,0.7032,N/A,322108122.7568,79274087.2118,401382209.9686,169135.8868,5550.1417,36075.9213,205211.8082
189,XRPUSD,LONG,"[0.53, 0.53]",2024-09-11 09:30 IST,2024-09-11 09:30 IST,2024-09-11 10:30 IST,0.5316,0.5281,0.5348,0.6631,52.79,35.0,31.67,FILLED_TP,0.9049,N/A,401382209.9686,127122869.9253,528505079.8939,205211.8082,8665.7599,56327.4395,261539.2476
190,BTCUSD,SHORT,"[57316.00, 58037.00]",2024-09-11 22:30 IST,2024-09-11 22:30 IST,2024-09-12 06:30 IST,57496.25,58037.0,57151.2725,0.9405,37.21,35.0,22.33,FILLED_SL,-1.0,CONSOLIDATION_REVERSAL,528505079.8939,-184976777.9629,343528301.931,261539.2476,7786.4212,-99325.1579,162214.0897
191,ETHUSD,LONG,"[2329.45, 2359.65]",2024-09-12 10:30 IST,2024-09-12 14:30 IST,2024-09-12 19:30 IST,2352.1,2329.45,2366.2126,0.963,36.35,35.0,21.81,FILLED_SL,-1.0,DUAL_TOUCH_AMBIGUITY,343528301.931,-120234905.6759,223293396.2552,162214.0897,4716.6558,-61491.5872,100722.5026
