trade_number,datetime,exit_datetime,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_pct,entry,sl,tp,sl_distance,tp_distance,tp_price_move_pct,planned_rr,leverage,starting_capital_35pct,notional_size_35pct,margin_used_35pct,risk_amount_35pct,gross_pnl_35pct,fees_35pct,net_pnl_35pct,ending_capital_35pct,starting_capital_10pct,net_pnl_10pct,ending_capital_10pct,starting_capital_1pct,net_pnl_1pct,ending_capital_1pct,outcome,r_multiple,holding_time_hours,exit_reason,global_trade_lock_state,ambiguity_status
439,2025-06-07T20:00:00+00:00,2025-06-08T00:00:00+00:00,XRPUSD,SHORT,XRPUSD_8924_BEARISH_8917_8921,2.19,2.181,0.009,0.4126,2.1833,2.19,2.168,0.0067,0.0153,0.7,2.2641,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8304,0.013,0.8435,TIMEOUT_EXIT,1.5704,4,TIMEOUT_EXIT,ACTIVE,UNAMBIGUOUS
440,2025-06-08T06:00:00+00:00,2025-06-08T11:00:00+00:00,XRPUSD,SHORT,XRPUSD_8934_BEARISH_8869_8872,2.2257,2.194,0.0317,1.4383,2.2019,2.2257,2.1865,0.0238,0.0154,0.7,0.6483,32,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8435,-0.0084,0.835,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
441,2025-06-09T04:00:00+00:00,2025-06-09T09:00:00+00:00,BTCUSD,LONG,BTCUSD_8956_BULLISH_8938_8943,105435.5,104940.0,495.5,0.4701,105311.625,104940.0,106048.8064,371.625,737.1814,0.7,1.9837,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835,0.0166,0.8516,TP_HIT,1.9837,5,TP_HIT,ACTIVE,UNAMBIGUOUS
442,2025-06-11T12:00:00+00:00,2025-06-11T15:00:00+00:00,ETHUSD,SHORT,ETHUSD_9012_BEARISH_6431_6435,2858.8,2800.7,58.1,2.0714,2815.225,2858.8,2795.5184,43.575,19.7066,0.7,0.4522,22,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8516,-0.0085,0.8431,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
443,2025-06-12T07:00:00+00:00,2025-06-12T11:00:00+00:00,ETHUSD,LONG,ETHUSD_9031_BULLISH_8990_8998,2753.65,2727.0,26.65,0.9726,2746.9875,2727.0,2766.2164,19.9875,19.2289,0.7,0.962,48,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8431,-0.0084,0.8347,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
444,2025-06-12T12:00:00+00:00,2025-06-12T19:00:00+00:00,SOLUSD,LONG,SOLUSD_9036_BULLISH_8991_8994,158.66,156.261,2.399,1.5126,158.0602,156.261,159.1667,1.7993,1.1064,0.7,0.6149,30,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8347,-0.0083,0.8263,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
445,2025-06-12T19:00:00+00:00,2025-06-12T20:00:00+00:00,BTCUSD,LONG,BTCUSD_9043_BULLISH_9037_9041,107160.0,106550.0,610.0,0.5714,107007.5,106550.0,107756.5525,457.5,749.0525,0.7,1.6373,81,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8263,-0.0083,0.8181,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
446,2025-06-12T23:00:00+00:00,2025-06-13T00:00:00+00:00,BTCUSD,LONG,BTCUSD_9047_BULLISH_8955_8961,105671.5,105275.0,396.5,0.3754,105572.375,105275.0,106311.3816,297.375,739.0066,0.7,2.4851,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8181,-0.0082,0.8099,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
447,2025-06-14T01:00:00+00:00,2025-06-14T15:00:00+00:00,BTCUSD,LONG,BTCUSD_9073_BULLISH_9066_9071,105443.0,104617.0,826.0,0.7834,105236.5,104617.0,105973.1555,619.5,736.6555,0.7,1.1891,59,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8099,-0.0081,0.8018,SL_HIT,-1.0,14,SL_HIT,ACTIVE,UNAMBIGUOUS
448,2025-06-15T23:00:00+00:00,2025-06-16T01:00:00+00:00,BTCUSD,SHORT,BTCUSD_9119_BEARISH_9110_9116,105811.5,105274.0,537.5,0.5093,105408.375,105811.5,104670.5164,403.125,737.8586,0.7,1.8303,91,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8018,-0.008,0.7938,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
449,2025-06-16T01:00:00+00:00,2025-06-16T04:00:00+00:00,BTCUSD,SHORT,BTCUSD_9121_BEARISH_9072_9088,106185.0,105653.5,531.5,0.5024,105786.375,106185.0,105045.8704,398.625,740.5046,0.7,1.8576,92,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7938,-0.0079,0.7858,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
450,2025-06-16T21:00:00+00:00,2025-06-16T22:00:00+00:00,SOLUSD,LONG,SOLUSD_9141_BULLISH_9133_9138,156.712,154.6304,2.0816,1.3297,156.1916,154.6304,157.2849,1.5612,1.0933,0.7,0.7003,35,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7858,-0.0079,0.778,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
451,2025-06-16T23:00:00+00:00,2025-06-17T00:00:00+00:00,BTCUSD,LONG,BTCUSD_9143_BULLISH_9133_9134,107148.5,106458.5,690.0,0.6463,106976.0,106458.5,107724.832,517.5,748.832,0.7,1.447,72,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.778,-0.0078,0.7702,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
452,2025-06-17T14:00:00+00:00,2025-06-17T15:00:00+00:00,ETHUSD,LONG,ETHUSD_9158_BULLISH_9116_9122,2536.55,2490.9,45.65,1.8024,2525.1375,2490.9,2542.8135,34.2375,17.676,0.7,0.5163,25,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7702,-0.0077,0.7625,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
453,2025-06-17T21:00:00+00:00,2025-06-18T10:00:00+00:00,XRPUSD,LONG,XRPUSD_9165_BULLISH_9116_9124,2.1631,2.1396,0.0235,1.0897,2.1572,2.1396,2.1723,0.0176,0.0151,0.7,0.8568,42,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7625,-0.0076,0.7549,SL_HIT,-1.0,13,SL_HIT,ACTIVE,UNAMBIGUOUS
454,2025-06-19T01:00:00+00:00,2025-06-19T14:00:00+00:00,SOLUSD,LONG,SOLUSD_9193_BULLISH_9187_9188,146.0,143.625,2.375,1.6306,145.4062,143.625,146.4241,1.7812,1.0178,0.7,0.5714,28,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7549,-0.0075,0.7473,SL_HIT,-1.0,13,SL_HIT,ACTIVE,UNAMBIGUOUS
455,2025-06-20T07:00:00+00:00,2025-06-20T08:00:00+00:00,SOLUSD,SHORT,SOLUSD_9223_BEARISH_9190_9206,147.87,147.118,0.752,0.5101,147.306,147.87,146.2749,0.564,1.0311,0.7,1.8283,91,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7473,-0.0075,0.7398,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
456,2025-06-21T16:00:00+00:00,2025-06-21T17:00:00+00:00,SOLUSD,LONG,SOLUSD_9256_BULLISH_9238_9249,140.119,138.617,1.502,1.0722,139.7435,138.617,140.7217,1.1265,0.9782,0.7,0.8684,43,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7398,-0.0074,0.7324,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
457,2025-06-21T17:00:00+00:00,2025-06-21T18:00:00+00:00,BTCUSD,LONG,BTCUSD_9257_BULLISH_9239_9249,103304.5,102928.0,376.5,0.365,103210.375,102928.0,103932.8476,282.375,722.4726,0.7,2.5586,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7324,-0.0073,0.7251,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
458,2025-06-21T18:00:00+00:00,2025-06-21T21:00:00+00:00,ETHUSD,LONG,ETHUSD_9258_BULLISH_8454_8467,2397.4,2347.85,49.55,2.0758,2385.0125,2347.85,2401.7076,37.1625,16.6951,0.7,0.4492,22,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7251,-0.0073,0.7179,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
459,2025-06-23T09:00:00+00:00,2025-06-23T13:00:00+00:00,ETHUSD,LONG,ETHUSD_9297_BULLISH_9288_9296,2259.3,2221.15,38.15,1.6946,2249.7625,2221.15,2265.5108,28.6125,15.7483,0.7,0.5504,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7179,0.004,0.7218,TP_HIT,0.5504,4,TP_HIT,ACTIVE,UNAMBIGUOUS
460,2025-06-23T14:00:00+00:00,2025-06-23T16:00:00+00:00,BTCUSD,LONG,BTCUSD_9302_BULLISH_9300_9301,101661.5,101077.5,584.0,0.5748,101515.5,101077.5,102226.1085,438.0,710.6085,0.7,1.6224,81,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7218,-0.0072,0.7146,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
461,2025-06-23T17:00:00+00:00,2025-06-23T19:00:00+00:00,ETHUSD,SHORT,ETHUSD_9305_BEARISH_9302_9304,2314.0,2270.95,43.05,1.8931,2281.7125,2314.0,2265.7405,32.2875,15.972,0.7,0.4947,24,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7146,-0.0071,0.7074,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
462,2025-06-24T21:00:00+00:00,2025-06-25T01:00:00+00:00,BTCUSD,SHORT,BTCUSD_9333_BEARISH_9224_9230,106497.0,105738.0,759.0,0.7164,105927.75,106497.0,105186.2557,569.25,741.4943,0.7,1.3026,65,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7074,-0.0071,0.7004,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
463,2025-06-25T02:00:00+00:00,2025-06-25T13:00:00+00:00,XRPUSD,LONG,XRPUSD_9338_BULLISH_9325_9328,2.183,2.1646,0.0184,0.8433,2.1784,2.1646,2.1936,0.0138,0.0152,0.7,1.105,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7004,0.0077,0.7081,TP_HIT,1.105,11,TP_HIT,ACTIVE,UNAMBIGUOUS
464,2025-06-25T15:00:00+00:00,2025-06-25T16:00:00+00:00,SOLUSD,LONG,SOLUSD_9351_BULLISH_9331_9343,143.869,142.768,1.101,0.7665,143.5938,142.768,144.5989,0.8257,1.0052,0.7,1.2173,60,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7081,-0.0071,0.701,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
465,2025-06-27T02:00:00+00:00,2025-06-27T07:00:00+00:00,ETHUSD,SHORT,ETHUSD_9386_BEARISH_9380_9384,2456.95,2429.45,27.5,1.1283,2436.325,2456.95,2419.2707,20.625,17.0543,0.7,0.8269,41,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.701,-0.007,0.694,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
466,2025-06-27T12:00:00+00:00,2025-06-29T22:00:00+00:00,ETHUSD,LONG,ETHUSD_9396_BULLISH_9385_9393,2431.4,2379.75,51.65,2.1261,2418.4875,2379.75,2435.4169,38.7375,16.9294,0.7,0.437,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694,0.003,0.6971,TP_HIT,0.437,58,TP_HIT,ACTIVE,UNAMBIGUOUS
467,2025-06-30T04:00:00+00:00,2025-06-30T06:00:00+00:00,XRPUSD,LONG,XRPUSD_9460_BULLISH_9453_9454,2.1916,2.1779,0.0137,0.626,2.1882,2.1779,2.2035,0.0103,0.0153,0.7,1.4907,74,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6971,-0.007,0.6901,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
468,2025-06-30T06:00:00+00:00,2025-06-30T14:00:00+00:00,BTCUSD,LONG,BTCUSD_9462_BULLISH_9453_9456,107700.0,107214.0,486.0,0.452,107578.5,107214.0,108331.5495,364.5,753.0495,0.7,2.066,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6901,-0.0069,0.6832,SL_HIT,-1.0,8,SL_HIT,ACTIVE,UNAMBIGUOUS
469,2025-07-03T12:00:00+00:00,2025-07-03T13:00:00+00:00,SOLUSD,LONG,SOLUSD_9540_BULLISH_9530_9533,153.13,151.694,1.436,0.9379,152.771,151.694,153.8404,1.077,1.0694,0.7,0.9929,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6832,0.0068,0.69,TP_HIT,0.9929,1,TP_HIT,ACTIVE,UNAMBIGUOUS
470,2025-07-03T15:00:00+00:00,2025-07-04T06:00:00+00:00,ETHUSD,LONG,ETHUSD_9543_BULLISH_9530_9541,2580.45,2555.75,24.7,0.9612,2574.275,2555.75,2592.2949,18.525,18.0199,0.7,0.9727,48,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.69,-0.0069,0.6831,SL_HIT,-1.0,15,SL_HIT,ACTIVE,UNAMBIGUOUS
471,2025-07-04T07:00:00+00:00,2025-07-04T08:00:00+00:00,BTCUSD,LONG,BTCUSD_9559_BULLISH_9530_9537,108946.5,108488.5,458.0,0.4215,108832.0,108488.5,109593.824,343.5,761.824,0.7,2.2178,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6831,-0.0068,0.6762,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
472,2025-07-04T13:00:00+00:00,2025-07-04T15:00:00+00:00,SOLUSD,LONG,SOLUSD_9565_BULLISH_9516_9518,148.583,147.068,1.515,1.0204,148.2043,147.068,149.2417,1.1362,1.0374,0.7,0.913,45,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6762,-0.0068,0.6695,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
473,2025-07-05T07:00:00+00:00,2025-07-06T13:00:00+00:00,BTCUSD,LONG,BTCUSD_9583_BULLISH_9578_9582,108056.5,107698.5,358.0,0.3314,107967.0,107698.5,108722.769,268.5,755.769,0.7,2.8148,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6695,0.0188,0.6883,TP_HIT,2.8148,30,TP_HIT,ACTIVE,UNAMBIGUOUS
474,2025-07-06T14:00:00+00:00,2025-07-06T21:00:00+00:00,SOLUSD,SHORT,SOLUSD_9614_BEARISH_9557_9565,153.871,151.49,2.381,1.571,152.0853,153.871,151.0207,1.7858,1.0646,0.7,0.5962,29,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6883,-0.0069,0.6814,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
475,2025-07-07T14:00:00+00:00,2025-07-07T16:00:00+00:00,ETHUSD,LONG,ETHUSD_9638_BULLISH_9618_9621,2547.25,2523.45,23.8,0.9406,2541.3,2523.45,2559.0891,17.85,17.7891,0.7,0.9966,49,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6814,-0.0068,0.6746,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
476,2025-07-07T20:00:00+00:00,2025-07-08T01:00:00+00:00,XRPUSD,LONG,XRPUSD_9644_BULLISH_9631_9633,2.2721,2.2543,0.0178,0.7858,2.2677,2.2543,2.2835,0.0133,0.0159,0.7,1.189,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746,0.008,0.6826,TP_HIT,1.189,5,TP_HIT,ACTIVE,UNAMBIGUOUS
477,2025-07-08T18:00:00+00:00,2025-07-08T20:00:00+00:00,SOLUSD,SHORT,SOLUSD_9666_BEARISH_9635_9641,153.571,152.109,1.462,0.957,152.4745,153.571,151.4072,1.0965,1.0673,0.7,0.9734,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6826,0.0066,0.6893,TP_HIT,0.9734,2,TP_HIT,ACTIVE,UNAMBIGUOUS
478,2025-07-08T22:00:00+00:00,2025-07-09T05:00:00+00:00,XRPUSD,SHORT,XRPUSD_9670_BEARISH_9641_9650,2.3315,2.3045,0.027,1.1709,2.3113,2.3315,2.2951,0.0202,0.0162,0.7,0.799,39,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6893,-0.0069,0.6824,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
479,2025-07-09T14:00:00+00:00,2025-07-09T19:00:00+00:00,BTCUSD,LONG,BTCUSD_9686_BULLISH_9677_9683,108911.0,108439.0,472.0,0.4336,108793.0,108439.0,109554.551,354.0,761.551,0.7,2.1513,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6824,0.0147,0.6971,TP_HIT,2.1513,5,TP_HIT,ACTIVE,UNAMBIGUOUS
480,2025-07-10T16:00:00+00:00,2025-07-10T17:00:00+00:00,SOLUSD,SHORT,SOLUSD_9712_BEARISH_9704_9711,159.142,157.751,1.391,0.8783,158.0987,159.142,156.9921,1.0433,1.1067,0.7,1.0608,53,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6971,-0.007,0.6901,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
481,2025-07-11T15:00:00+00:00,2025-07-11T19:00:00+00:00,ETHUSD,LONG,ETHUSD_9735_BULLISH_9720_9729,2958.05,2914.4,43.65,1.4791,2947.1375,2914.4,2967.7675,32.7375,20.63,0.7,0.6302,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6901,0.0043,0.6944,TP_HIT,0.6302,4,TP_HIT,ACTIVE,UNAMBIGUOUS
482,2025-07-13T07:00:00+00:00,2025-07-13T12:00:00+00:00,ETHUSD,SHORT,ETHUSD_9775_BEARISH_9755_9758,2979.35,2960.55,18.8,0.6347,2965.25,2979.35,2944.4932,14.1,20.7568,0.7,1.4721,73,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6944,-0.0069,0.6875,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
483,2025-07-13T13:00:00+00:00,2025-07-13T14:00:00+00:00,SOLUSD,SHORT,SOLUSD_9781_BEARISH_9751_9755,163.7845,162.7,1.0845,0.6659,162.9711,163.7845,161.8303,0.8134,1.1408,0.7,1.4025,70,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6875,-0.0069,0.6806,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
484,2025-07-14T01:00:00+00:00,2025-07-14T02:00:00+00:00,XRPUSD,SHORT,XRPUSD_9793_BEARISH_9786_9789,2.8826,2.8494,0.0332,1.1626,2.8577,2.8826,2.8377,0.0249,0.02,0.7,0.8034,40,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6806,-0.0068,0.6738,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
485,2025-07-15T15:00:00+00:00,2025-07-15T17:00:00+00:00,SOLUSD,SHORT,SOLUSD_9831_BEARISH_9829_9830,162.0,159.681,2.319,1.4457,160.2608,162.0,159.1389,1.7392,1.1218,0.7,0.645,32,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6738,-0.0067,0.6671,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
486,2025-07-16T11:00:00+00:00,2025-07-16T15:00:00+00:00,SOLUSD,SHORT,SOLUSD_9851_BEARISH_9805_9807,168.535,166.173,2.362,1.4168,166.7635,168.535,165.5962,1.7715,1.1673,0.7,0.659,32,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6671,-0.0067,0.6604,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
487,2025-07-19T12:00:00+00:00,2025-07-19T14:00:00+00:00,BTCUSD,LONG,BTCUSD_9924_BULLISH_9920_9922,118251.5,117917.5,334.0,0.2825,118168.0,117917.5,118995.176,250.5,827.176,0.7,3.3021,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6604,-0.0066,0.6538,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
488,2025-07-19T15:00:00+00:00,2025-07-19T16:00:00+00:00,SOLUSD,SHORT,SOLUSD_9927_BEARISH_9925_9926,177.886,176.951,0.935,0.5271,177.1848,177.886,175.9445,0.7012,1.2403,0.7,1.7687,88,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6538,-0.0065,0.6473,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
489,2025-07-20T08:00:00+00:00,2025-07-20T14:00:00+00:00,BTCUSD,SHORT,BTCUSD_9944_BEARISH_9923_9926,118469.0,118131.5,337.5,0.2857,118215.875,118469.0,117388.3639,253.125,827.5111,0.7,3.2692,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6473,-0.0065,0.6408,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
490,2025-07-21T06:00:00+00:00,2025-07-21T07:00:00+00:00,BTCUSD,SHORT,BTCUSD_9966_BEARISH_9900_9902,119532.0,119138.5,393.5,0.3302,119236.875,119532.0,118402.2169,295.125,834.6581,0.7,2.8282,100,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6408,-0.0064,0.6344,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
491,2025-07-21T18:00:00+00:00,2025-07-22T01:00:00+00:00,ETHUSD,LONG,ETHUSD_9978_BULLISH_9961_9974,3754.0,3701.0,53.0,1.4184,3740.75,3701.0,3766.9352,39.75,26.1852,0.7,0.6587,32,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6344,-0.0063,0.628,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
492,2025-07-22T04:00:00+00:00,2025-07-22T05:00:00+00:00,SOLUSD,LONG,SOLUSD_9988_BULLISH_9979_9985,195.62,193.082,2.538,1.3056,194.9855,193.082,196.3504,1.9035,1.3649,0.7,0.717,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628,0.0045,0.6326,TP_HIT,0.717,1,TP_HIT,ACTIVE,UNAMBIGUOUS
493,2025-07-22T17:00:00+00:00,2025-07-22T19:00:00+00:00,SOLUSD,SHORT,SOLUSD_10001_BEARISH_6210_6260,205.282,202.51,2.772,1.3657,203.203,205.282,201.7806,2.079,1.4224,0.7,0.6842,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6326,0.0043,0.6369,TP_HIT,0.6842,2,TP_HIT,ACTIVE,UNAMBIGUOUS
494,2025-07-23T06:00:00+00:00,2025-07-23T09:00:00+00:00,SOLUSD,LONG,SOLUSD_10014_BULLISH_10004_10007,201.44,198.447,2.993,1.4911,200.6918,198.447,202.0966,2.2448,1.4048,0.7,0.6258,31,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6369,-0.0064,0.6305,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
495,2025-07-24T04:00:00+00:00,2025-07-24T07:00:00+00:00,BTCUSD,LONG,BTCUSD_10036_BULLISH_10025_10031,118097.0,117286.5,810.5,0.6873,117894.375,117286.5,118719.6356,607.875,825.2606,0.7,1.3576,67,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6305,-0.0063,0.6242,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
496,2025-07-25T00:00:00+00:00,2025-07-25T03:00:00+00:00,XRPUSD,LONG,XRPUSD_10056_BULLISH_10040_10046,3.1099,3.0558,0.0541,1.7411,3.0964,3.0558,3.118,0.0406,0.0217,0.7,0.5342,26,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6242,-0.0062,0.618,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
497,2025-07-25T09:00:00+00:00,2025-07-25T13:00:00+00:00,ETHUSD,SHORT,ETHUSD_10065_BEARISH_10051_10056,3754.45,3719.55,34.9,0.9365,3728.275,3754.45,3702.1771,26.175,26.0979,0.7,0.9971,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,0.0062,0.6241,TP_HIT,0.9971,4,TP_HIT,ACTIVE,UNAMBIGUOUS
498,2025-07-25T21:00:00+00:00,2025-07-26T02:00:00+00:00,XRPUSD,SHORT,XRPUSD_10077_BEARISH_10067_10070,3.1526,3.1257,0.0269,0.857,3.1324,3.1526,3.1105,0.0202,0.0219,0.7,1.0868,54,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6241,-0.0062,0.6179,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
