trade_number,datetime,exit_datetime,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_pct,entry,sl,tp,sl_distance,tp_distance,tp_price_move_pct,planned_rr,leverage,starting_capital_35pct,notional_size_35pct,margin_used_35pct,risk_amount_35pct,gross_pnl_35pct,fees_35pct,net_pnl_35pct,ending_capital_35pct,starting_capital_10pct,net_pnl_10pct,ending_capital_10pct,starting_capital_1pct,net_pnl_1pct,ending_capital_1pct,outcome,r_multiple,holding_time_hours,exit_reason,global_trade_lock_state,ambiguity_status
26,2024-07-02T05:00:00+00:00,2024-07-02T09:00:00+00:00,XRPUSD,SHORT,XRPUSD_749_BEARISH_735_742,0.4827,0.4786,0.0041,0.8536,0.4796,0.4827,0.4763,0.0031,0.0034,0.7,1.0918,54,0.0011,0.0603,0.0011,0.0004,-0.0004,0.0,-0.0004,0.0007,1.9801,-0.198,1.7821,8.6144,-0.0861,8.5283,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
27,2024-07-02T14:00:00+00:00,2024-07-02T17:00:00+00:00,SOLUSD,LONG,SOLUSD_758_BULLISH_752_756,148.3682,146.918,1.4502,0.9784,148.0057,146.918,149.0417,1.0876,1.036,0.7,0.9525,47,0.0007,0.0318,0.0007,0.0002,0.0002,0.0,0.0002,0.0009,1.7821,0.1698,1.9519,8.5283,0.0812,8.6095,TP_HIT,0.9525,3,TP_HIT,ACTIVE,UNAMBIGUOUS
28,2024-07-05T15:00:00+00:00,2024-07-05T16:00:00+00:00,SOLUSD,SHORT,SOLUSD_831_BEARISH_811_815,135.9,133.925,1.975,1.4646,134.4188,135.9,133.4778,1.4812,0.9409,0.7,0.6352,31,0.0009,0.0272,0.0009,0.0003,-0.0003,0.0,-0.0003,0.0005,1.9519,-0.1952,1.7567,8.6095,-0.0861,8.5234,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
29,2024-07-06T01:00:00+00:00,2024-07-06T06:00:00+00:00,XRPUSD,LONG,XRPUSD_841_BULLISH_834_840,0.4272,0.422,0.0052,1.2201,0.4259,0.422,0.4289,0.0039,0.003,0.7,0.7644,38,0.0005,0.0209,0.0005,0.0002,0.0001,0.0,0.0001,0.0007,1.7567,0.1343,1.891,8.5234,0.0652,8.5886,TP_HIT,0.7644,5,TP_HIT,ACTIVE,UNAMBIGUOUS
30,2024-07-06T23:00:00+00:00,2024-07-07T04:00:00+00:00,BTCUSD,SHORT,BTCUSD_863_BEARISH_811_818,58666.5,58149.0,517.5,0.8885,58278.375,58666.5,57870.4264,388.125,407.9486,0.7,1.0511,52,0.0007,0.0353,0.0007,0.0002,0.0002,0.0,0.0002,0.0009,1.891,0.1988,2.0897,8.5886,0.0903,8.6789,TP_HIT,1.0511,5,TP_HIT,ACTIVE,UNAMBIGUOUS
31,2024-07-07T13:00:00+00:00,2024-07-07T14:00:00+00:00,XRPUSD,LONG,XRPUSD_877_BULLISH_842_846,0.4284,0.4238,0.0046,1.0763,0.4273,0.4238,0.4302,0.0035,0.003,0.7,0.8669,43,0.0009,0.0387,0.0009,0.0003,-0.0003,0.0,-0.0003,0.0006,2.0897,-0.209,1.8807,8.6789,-0.0868,8.5921,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
32,2024-07-07T22:00:00+00:00,2024-07-07T23:00:00+00:00,BTCUSD,LONG,BTCUSD_886_BULLISH_845_854,56486.5,56017.5,469.0,0.8318,56369.25,56017.5,56763.8347,351.75,394.5847,0.7,1.1218,56,0.0006,0.031,0.0006,0.0002,-0.0002,0.0,-0.0002,0.0003,1.8807,-0.1881,1.6927,8.5921,-0.0859,8.5062,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
33,2024-07-08T08:00:00+00:00,2024-07-08T09:00:00+00:00,BTCUSD,SHORT,BTCUSD_896_BEARISH_874_877,57914.0,57491.5,422.5,0.7313,57597.125,57914.0,57193.9451,316.875,403.1799,0.7,1.2724,63,0.0003,0.0211,0.0003,0.0001,-0.0001,0.0,-0.0001,0.0002,1.6927,-0.1693,1.5234,8.5062,-0.0851,8.4211,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
34,2024-07-10T01:00:00+00:00,2024-07-10T03:00:00+00:00,ETHUSD,SHORT,ETHUSD_937_BEARISH_930_936,3080.05,3046.75,33.3,1.0888,3055.075,3080.05,3033.6895,24.975,21.3855,0.7,0.8563,42,0.0002,0.0085,0.0002,0.0001,-0.0001,0.0,-0.0001,0.0001,1.5234,-0.1523,1.3711,8.4211,-0.0842,8.3369,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
35,2024-07-10T13:00:00+00:00,2024-07-10T20:00:00+00:00,BTCUSD,LONG,BTCUSD_949_BULLISH_937_940,58008.5,57347.5,661.0,1.1444,57843.25,57347.5,58248.1527,495.75,404.9027,0.7,0.8167,40,0.0001,0.005,0.0001,0.0,-0.0,0.0,-0.0,0.0001,1.3711,-0.1371,1.2339,8.3369,-0.0834,8.2535,SL_HIT,-1.0,7,SL_HIT,ACTIVE,UNAMBIGUOUS
36,2024-07-11T05:00:00+00:00,2024-07-11T08:00:00+00:00,ETHUSD,SHORT,ETHUSD_965_BEARISH_961_963,3130.1,3090.85,39.25,1.2669,3100.6625,3130.1,3078.9579,29.4375,21.7046,0.7,0.7373,36,0.0001,0.0028,0.0001,0.0,-0.0,0.0,-0.0,0.0,1.2339,-0.1234,1.1106,8.2535,-0.0825,8.171,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
37,2024-07-11T09:00:00+00:00,2024-07-11T12:00:00+00:00,ETHUSD,SHORT,ETHUSD_969_BEARISH_813_815,3168.3,3140.6,27.7,0.8811,3147.525,3168.3,3125.4923,20.775,22.0327,0.7,1.0605,53,0.0,0.0025,0.0,0.0,-0.0,0.0,-0.0,0.0,1.1106,-0.1111,0.9995,8.171,-0.0817,8.0893,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
38,2024-07-11T14:00:00+00:00,2024-07-12T01:00:00+00:00,BTCUSD,LONG,BTCUSD_974_BULLISH_963_970,57960.0,57055.0,905.0,1.5663,57733.75,57055.0,58137.8862,678.75,404.1362,0.7,0.5954,29,0.0,0.0008,0.0,0.0,-0.0,0.0,-0.0,0.0,0.9995,-0.0999,0.8995,8.0893,-0.0809,8.0084,SL_HIT,-1.0,11,SL_HIT,ACTIVE,UNAMBIGUOUS
39,2024-07-14T13:00:00+00:00,2024-07-14T21:00:00+00:00,ETHUSD,LONG,ETHUSD_1045_BULLISH_1034_1040,3188.0,3163.7,24.3,0.7632,3181.925,3163.7,3204.1985,18.225,22.2735,0.7,1.2221,61,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.8995,0.1099,1.0095,8.0084,0.0979,8.1063,TP_HIT,1.2221,8,TP_HIT,ACTIVE,UNAMBIGUOUS
40,2024-07-15T04:00:00+00:00,2024-07-15T10:00:00+00:00,XRPUSD,SHORT,XRPUSD_1060_BEARISH_1050_1055,0.5345,0.5292,0.0053,1.0013,0.5305,0.5345,0.5268,0.004,0.0037,0.7,0.9343,46,0.0,0.0012,0.0,0.0,-0.0,0.0,-0.0,0.0,1.0095,-0.1009,0.9085,8.1063,-0.0811,8.0252,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
41,2024-07-15T15:00:00+00:00,2024-07-15T16:00:00+00:00,XRPUSD,LONG,XRPUSD_1071_BULLISH_1055_1066,0.526,0.5198,0.0062,1.1837,0.5245,0.5198,0.5281,0.0047,0.0037,0.7,0.7895,39,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.9085,0.0717,0.9803,8.0252,0.0634,8.0886,TP_HIT,0.7895,1,TP_HIT,ACTIVE,UNAMBIGUOUS
42,2024-07-17T15:00:00+00:00,2024-07-17T16:00:00+00:00,ETHUSD,LONG,ETHUSD_1119_BULLISH_1102_1108,3439.7,3414.85,24.85,0.7227,3433.4875,3414.85,3457.5219,18.6375,24.0344,0.7,1.2896,64,0.0,0.0012,0.0,0.0,-0.0,0.0,-0.0,0.0,0.9803,-0.098,0.8822,8.0886,-0.0809,8.0077,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
43,2024-07-18T01:00:00+00:00,2024-07-18T02:00:00+00:00,ETHUSD,SHORT,ETHUSD_1129_BEARISH_1124_1127,3428.9,3413.15,15.75,0.4601,3417.0875,3428.9,3393.1679,11.8125,23.9196,0.7,2.0249,100,0.0,0.0011,0.0,0.0,-0.0,0.0,-0.0,0.0,0.8822,-0.0882,0.794,8.0077,-0.0801,7.9276,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
44,2024-07-18T07:00:00+00:00,2024-07-18T08:00:00+00:00,XRPUSD,LONG,XRPUSD_1135_BULLISH_1103_1108,0.5793,0.5737,0.0056,0.9669,0.5779,0.5737,0.5819,0.0042,0.004,0.7,0.9632,48,0.0,0.0003,0.0,0.0,-0.0,0.0,-0.0,0.0,0.794,-0.0794,0.7146,7.9276,-0.0793,7.8483,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
45,2024-07-19T03:00:00+00:00,2024-07-19T06:00:00+00:00,SOLUSD,SHORT,SOLUSD_1155_BEARISH_1113_1119,163.603,161.626,1.977,1.2229,162.1202,163.603,160.9854,1.4828,1.1348,0.7,0.7654,38,0.0,0.0002,0.0,0.0,-0.0,0.0,-0.0,0.0,0.7146,-0.0715,0.6432,7.8483,-0.0785,7.7698,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
46,2024-07-19T07:00:00+00:00,2024-07-19T08:00:00+00:00,ETHUSD,LONG,ETHUSD_1159_BULLISH_1153_1158,3415.4,3384.25,31.15,0.9183,3407.6125,3384.25,3431.4658,23.3625,23.8533,0.7,1.021,51,0.0,0.0001,0.0,0.0,-0.0,0.0,-0.0,0.0,0.6432,-0.0643,0.5788,7.7698,-0.0777,7.6921,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
47,2024-07-19T16:00:00+00:00,2024-07-19T17:00:00+00:00,XRPUSD,SHORT,XRPUSD_1168_BEARISH_1139_1143,0.5838,0.575,0.0088,1.5209,0.5772,0.5838,0.5732,0.0066,0.004,0.7,0.6122,30,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.5788,-0.0579,0.521,7.6921,-0.0769,7.6152,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
48,2024-07-20T00:00:00+00:00,2024-07-20T17:00:00+00:00,SOLUSD,SHORT,SOLUSD_1176_BEARISH_156_160,172.754,169.3945,3.3595,1.9832,170.2344,172.754,169.0427,2.5196,1.1916,0.7,0.4729,23,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.521,-0.0521,0.4689,7.6152,-0.0762,7.5391,SL_HIT,-1.0,17,SL_HIT,ACTIVE,UNAMBIGUOUS
49,2024-07-21T05:00:00+00:00,2024-07-21T08:00:00+00:00,XRPUSD,LONG,XRPUSD_1205_BULLISH_1193_1204,0.5978,0.5884,0.0094,1.5777,0.5955,0.5884,0.5996,0.0071,0.0042,0.7,0.5912,29,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.4689,-0.0469,0.422,7.5391,-0.0754,7.4637,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
50,2024-07-21T14:00:00+00:00,2024-07-21T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_1214_BEARISH_1201_1206,67425.5,67026.5,399.0,0.5931,67126.25,67425.5,66656.3663,299.25,469.8837,0.7,1.5702,78,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.422,-0.0422,0.3798,7.4637,-0.0746,7.389,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
51,2024-07-21T17:00:00+00:00,2024-07-21T18:00:00+00:00,BTCUSD,LONG,BTCUSD_1217_BULLISH_1189_1191,66649.5,66268.0,381.5,0.5724,66554.125,66268.0,67020.0039,286.125,465.8789,0.7,1.6282,81,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.3798,-0.038,0.3418,7.389,-0.0739,7.3151,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
52,2024-07-21T19:00:00+00:00,2024-07-21T20:00:00+00:00,ETHUSD,SHORT,ETHUSD_1219_BEARISH_1216_1217,3520.7,3487.0,33.7,0.9654,3495.425,3520.7,3470.957,25.275,24.468,0.7,0.9681,48,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.3418,-0.0342,0.3076,7.3151,-0.0732,7.242,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
53,2024-07-22T02:00:00+00:00,2024-07-22T11:00:00+00:00,XRPUSD,SHORT,XRPUSD_1226_BEARISH_1205_1208,0.6082,0.5958,0.0124,2.0743,0.5989,0.6082,0.5947,0.0093,0.0042,0.7,0.4508,22,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.3076,-0.0308,0.2769,7.242,-0.0724,7.1696,SL_HIT,-1.0,9,SL_HIT,ACTIVE,UNAMBIGUOUS
54,2024-07-22T19:00:00+00:00,2024-07-22T21:00:00+00:00,ETHUSD,SHORT,ETHUSD_1243_BEARISH_1236_1238,3507.65,3492.0,15.65,0.4475,3495.9125,3507.65,3471.4411,11.7375,24.4714,0.7,2.0849,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2769,0.0577,0.3346,7.1696,0.1495,7.319,TP_HIT,2.0849,2,TP_HIT,ACTIVE,UNAMBIGUOUS
55,2024-07-23T13:00:00+00:00,2024-07-23T14:00:00+00:00,ETHUSD,LONG,ETHUSD_1261_BULLISH_1253_1256,3460.0,3425.15,34.85,1.0131,3451.2875,3425.15,3475.4465,26.1375,24.159,0.7,0.9243,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3346,0.0309,0.3655,7.319,0.0677,7.3867,TP_HIT,0.9243,1,TP_HIT,ACTIVE,UNAMBIGUOUS
56,2024-07-23T16:00:00+00:00,2024-07-23T19:00:00+00:00,ETHUSD,LONG,ETHUSD_1264_BULLISH_1144_1171,3420.75,3367.25,53.5,1.5719,3407.375,3367.25,3431.2266,40.125,23.8516,0.7,0.5944,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3655,0.0217,0.3872,7.3867,0.0439,7.4306,TP_HIT,0.5944,3,TP_HIT,ACTIVE,UNAMBIGUOUS
57,2024-07-24T11:00:00+00:00,2024-07-24T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_1283_BEARISH_1258_1264,178.706,177.265,1.441,0.8098,177.6252,178.706,176.3819,1.0807,1.2434,0.7,1.1505,57,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.3872,-0.0387,0.3485,7.4306,-0.0743,7.3563,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
58,2024-07-24T18:00:00+00:00,2024-07-24T21:00:00+00:00,BTCUSD,LONG,BTCUSD_1290_BULLISH_1274_1280,65939.0,65486.0,453.0,0.6888,65825.75,65486.0,66286.5302,339.75,460.7802,0.7,1.3562,67,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.3485,-0.0349,0.3137,7.3563,-0.0736,7.2827,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
59,2024-07-26T18:00:00+00:00,2024-07-27T07:00:00+00:00,BTCUSD,SHORT,BTCUSD_1338_BEARISH_1243_1253,68250.0,67368.5,881.5,1.3046,67588.875,68250.0,67115.7529,661.125,473.1221,0.7,0.7156,35,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.3137,-0.0314,0.2823,7.2827,-0.0728,7.2099,SL_HIT,-1.0,13,SL_HIT,ACTIVE,UNAMBIGUOUS
60,2024-07-27T15:00:00+00:00,2024-07-27T20:00:00+00:00,SOLUSD,LONG,SOLUSD_1359_BULLISH_1334_1350,183.09,179.166,3.924,2.1501,182.109,179.166,183.3838,2.943,1.2748,0.7,0.4332,21,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.2823,-0.0282,0.2541,7.2099,-0.0721,7.1378,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
61,2024-07-28T05:00:00+00:00,2024-07-28T08:00:00+00:00,XRPUSD,SHORT,XRPUSD_1373_BEARISH_1357_1362,0.6094,0.6017,0.0077,1.2757,0.6036,0.6094,0.5994,0.0058,0.0042,0.7,0.7317,36,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.2541,-0.0254,0.2287,7.1378,-0.0714,7.0664,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
62,2024-07-29T10:00:00+00:00,2024-07-29T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_1402_BEARISH_279_328,70024.0,69573.0,451.0,0.6478,69685.75,70024.0,69197.9497,338.25,487.8003,0.7,1.4421,72,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.2287,-0.0229,0.2058,7.0664,-0.0707,6.9958,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
63,2024-07-29T21:00:00+00:00,2024-07-29T23:00:00+00:00,SOLUSD,LONG,SOLUSD_1413_BULLISH_1390_1392,184.245,182.603,1.642,0.8934,183.8345,182.603,185.1213,1.2315,1.2868,0.7,1.0449,52,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.2058,-0.0206,0.1852,6.9958,-0.07,6.9258,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
64,2024-07-30T13:00:00+00:00,2024-07-30T14:00:00+00:00,BTCUSD,LONG,BTCUSD_1429_BULLISH_1418_1423,66469.0,65940.5,528.5,0.7961,66336.875,65940.5,66801.2331,396.375,464.3581,0.7,1.1715,58,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1852,-0.0185,0.1667,6.9258,-0.0693,6.8566,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
65,2024-07-30T14:00:00+00:00,2024-07-30T18:00:00+00:00,ETHUSD,LONG,ETHUSD_1430_BULLISH_1418_1423,3315.15,3284.7,30.45,0.9223,3307.5375,3284.7,3330.6903,22.8375,23.1528,0.7,1.0138,50,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1667,-0.0167,0.15,6.8566,-0.0686,6.788,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
66,2024-07-31T01:00:00+00:00,2024-07-31T19:00:00+00:00,SOLUSD,SHORT,SOLUSD_1441_BEARISH_1421_1433,184.844,181.454,3.39,1.8679,182.3015,184.844,181.0254,2.5425,1.2761,0.7,0.5019,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0075,0.1576,6.788,0.0341,6.8221,TP_HIT,0.5019,18,TP_HIT,ACTIVE,UNAMBIGUOUS
67,2024-07-31T20:00:00+00:00,2024-08-01T02:00:00+00:00,XRPUSD,LONG,XRPUSD_1460_BULLISH_1436_1441,0.6291,0.6193,0.0098,1.57,0.6266,0.6193,0.631,0.0073,0.0044,0.7,0.5968,29,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1576,-0.0158,0.1418,6.8221,-0.0682,6.7538,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
68,2024-08-01T13:00:00+00:00,2024-08-01T14:00:00+00:00,XRPUSD,LONG,XRPUSD_1477_BULLISH_1474_1476,0.61,0.6017,0.0083,1.3667,0.6079,0.6017,0.6122,0.0062,0.0043,0.7,0.6836,34,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1418,-0.0142,0.1276,6.7538,-0.0675,6.6863,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
69,2024-08-01T14:00:00+00:00,2024-08-01T15:00:00+00:00,XRPUSD,LONG,XRPUSD_1478_BULLISH_1368_1373,0.596,0.5913,0.0047,0.7911,0.5948,0.5913,0.599,0.0035,0.0042,0.7,1.1812,59,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1276,-0.0128,0.1149,6.6863,-0.0669,6.6194,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
70,2024-08-01T15:00:00+00:00,2024-08-01T16:00:00+00:00,XRPUSD,LONG,XRPUSD_1479_BULLISH_1265_1281,0.5902,0.5805,0.0097,1.6547,0.5878,0.5805,0.5919,0.0073,0.0041,0.7,0.5656,28,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1149,-0.0115,0.1034,6.6194,-0.0662,6.5532,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
71,2024-08-01T20:00:00+00:00,2024-08-01T21:00:00+00:00,BTCUSD,SHORT,BTCUSD_1484_BEARISH_1477_1479,64953.5,64462.5,491.0,0.7581,64585.25,64953.5,64133.1533,368.25,452.0967,0.7,1.2277,61,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1034,-0.0103,0.093,6.5532,-0.0655,6.4877,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
72,2024-08-03T15:00:00+00:00,2024-08-03T19:00:00+00:00,XRPUSD,LONG,XRPUSD_1527_BULLISH_1513_1517,0.5583,0.5435,0.0148,2.6566,0.5546,0.5435,0.5585,0.0111,0.0039,0.7,0.3497,17,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.093,-0.0093,0.0837,6.4877,-0.0649,6.4228,SL_HIT,-1.0,4,SL_HIT,ACTIVE,UNAMBIGUOUS
73,2024-08-06T05:00:00+00:00,2024-08-06T06:00:00+00:00,SOLUSD,SHORT,SOLUSD_1589_BEARISH_1556_1561,143.809,141.273,2.536,1.7728,141.907,143.809,140.9137,1.902,0.9933,0.7,0.5223,26,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0837,-0.0084,0.0754,6.4228,-0.0642,6.3586,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
74,2024-08-07T11:00:00+00:00,2024-08-07T14:00:00+00:00,BTCUSD,LONG,BTCUSD_1619_BULLISH_1610_1616,57273.5,56480.5,793.0,1.3922,57075.25,56480.5,57474.7767,594.75,399.5267,0.7,0.6718,33,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0754,-0.0075,0.0678,6.3586,-0.0636,6.295,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
75,2024-08-07T14:00:00+00:00,2024-08-07T17:00:00+00:00,BTCUSD,LONG,BTCUSD_1622_BULLISH_1608_1612,56365.0,55553.0,812.0,1.4478,56162.0,55553.0,56555.134,609.0,393.134,0.7,0.6455,32,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0678,-0.0068,0.061,6.295,-0.063,6.2321,SL_HIT,-1.0,3,SL_HIT,ACTIVE,UNAMBIGUOUS
76,2024-08-07T18:00:00+00:00,2024-08-08T01:00:00+00:00,BTCUSD,LONG,BTCUSD_1626_BULLISH_1597_1599,55409.5,54399.5,1010.0,1.8429,55157.0,54399.5,55543.099,757.5,386.099,0.7,0.5097,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0031,0.0641,6.2321,0.0318,6.2638,TP_HIT,0.5097,7,TP_HIT,ACTIVE,UNAMBIGUOUS
77,2024-08-08T20:00:00+00:00,2024-08-09T05:00:00+00:00,XRPUSD,LONG,XRPUSD_1652_BULLISH_1645_1650,0.6168,0.6001,0.0167,2.727,0.6126,0.6001,0.6169,0.0125,0.0043,0.7,0.3424,17,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0641,-0.0064,0.0577,6.2638,-0.0626,6.2012,SL_HIT,-1.0,9,SL_HIT,ACTIVE,UNAMBIGUOUS
78,2024-08-09T14:00:00+00:00,2024-08-09T15:00:00+00:00,SOLUSD,LONG,SOLUSD_1670_BULLISH_1636_1646,154.347,151.597,2.75,1.7895,153.6595,151.597,154.7351,2.0625,1.0756,0.7,0.5215,26,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0577,-0.0058,0.052,6.2012,-0.062,6.1392,SL_HIT,-1.0,1,SL_HIT,ACTIVE,AMBIGUOUS_RESOLVED_CONSERVATIVE
79,2024-08-10T18:00:00+00:00,2024-08-10T23:00:00+00:00,XRPUSD,LONG,XRPUSD_1698_BULLISH_1683_1692,0.5941,0.5824,0.0117,1.9707,0.5912,0.5824,0.5953,0.0088,0.0041,0.7,0.4716,23,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.052,-0.0052,0.0468,6.1392,-0.0614,6.0778,SL_HIT,-1.0,5,SL_HIT,ACTIVE,UNAMBIGUOUS
80,2024-08-11T08:00:00+00:00,2024-08-11T09:00:00+00:00,ETHUSD,SHORT,ETHUSD_1712_BEARISH_1660_1666,2707.45,2659.25,48.2,1.7948,2671.3,2707.45,2652.6009,36.15,18.6991,0.7,0.5173,25,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0468,-0.0047,0.0421,6.0778,-0.0608,6.017,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
81,2024-08-11T09:00:00+00:00,2024-08-11T11:00:00+00:00,BTCUSD,LONG,BTCUSD_1713_BULLISH_1698_1712,61199.0,60722.0,477.0,0.7806,61079.75,60722.0,61507.3082,357.75,427.5582,0.7,1.1951,59,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0421,-0.0042,0.0379,6.017,-0.0602,5.9568,SL_HIT,-1.0,2,SL_HIT,ACTIVE,UNAMBIGUOUS
82,2024-08-13T03:00:00+00:00,2024-08-13T09:00:00+00:00,ETHUSD,LONG,ETHUSD_1755_BULLISH_1746_1753,2675.9,2628.1,47.8,1.7995,2663.95,2628.1,2682.5976,35.85,18.6476,0.7,0.5202,26,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0379,-0.0038,0.0341,5.9568,-0.0596,5.8973,SL_HIT,-1.0,6,SL_HIT,ACTIVE,UNAMBIGUOUS
83,2024-08-13T19:00:00+00:00,2024-08-14T14:00:00+00:00,XRPUSD,LONG,XRPUSD_1771_BULLISH_1762_1768,0.5792,0.5654,0.0138,2.3863,0.5757,0.5654,0.5798,0.0103,0.004,0.7,0.3894,19,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0341,-0.0034,0.0307,5.8973,-0.059,5.8383,SL_HIT,-1.0,19,SL_HIT,ACTIVE,UNAMBIGUOUS
84,2024-08-15T05:00:00+00:00,2024-08-15T06:00:00+00:00,XRPUSD,LONG,XRPUSD_1805_BULLISH_1756_1759,0.5669,0.5625,0.0044,0.7775,0.5658,0.5625,0.5698,0.0033,0.004,0.7,1.2002,60,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0307,-0.0031,0.0276,5.8383,-0.0584,5.7799,SL_HIT,-1.0,1,SL_HIT,ACTIVE,UNAMBIGUOUS
