trade_number,timestamp,exit_timestamp,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_percent,tp_regime,entry_price,sl_price,tp_price,risk_distance,reward_distance,planned_rr,outcome,realized_R,starting_capital_10pct,risk_amount_10pct,pnl_dollar_10pct,ending_capital_10pct,starting_capital_1pct,risk_amount_1pct,pnl_dollar_1pct,ending_capital_1pct,holding_time_hours,exit_reason,ambiguity_status
278,2024-12-16T04:00:00+00:00,2024-12-16T11:00:00+00:00,XRPUSD,LONG,XRPUSD_4756_BULLISH_4750_4751,2.4017,2.3652,0.0365,1.5213,REGIME_B_GT_06,2.3926,2.3652,2.4199,0.0274,0.0274,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.6785,0.0368,-0.0368,3.6417,7,SL_HIT,UNAMBIGUOUS
279,2024-12-16T16:00:00+00:00,2024-12-16T17:00:00+00:00,ETHUSD,SHORT,ETHUSD_4768_BEARISH_4759_4763,3982.8,3951.5,31.3,0.7902,REGIME_B_GT_06,3959.325,3982.8,3935.85,23.475,23.475,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.6417,0.0364,-0.0364,3.6053,1,SL_HIT,UNAMBIGUOUS
280,2024-12-17T23:00:00+00:00,2024-12-18T01:00:00+00:00,ETHUSD,LONG,ETHUSD_4799_BULLISH_4749_4751,3891.0,3842.75,48.25,1.24,REGIME_B_GT_06,3878.9375,3842.75,3915.125,36.1875,36.1875,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.6053,0.0361,-0.0361,3.5692,2,SL_HIT,UNAMBIGUOUS
281,2024-12-18T14:00:00+00:00,2024-12-18T16:00:00+00:00,XRPUSD,LONG,XRPUSD_4814_BULLISH_4776_4783,2.49,2.44,0.05,2.0225,REGIME_B_GT_06,2.4775,2.44,2.515,0.0375,0.0375,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.5692,0.0357,-0.0357,3.5336,2,SL_HIT,UNAMBIGUOUS
282,2024-12-20T17:00:00+00:00,2024-12-20T19:00:00+00:00,ETHUSD,SHORT,ETHUSD_4865_BEARISH_4846_4856,3464.1,3403.7,60.4,1.7578,REGIME_B_GT_06,3418.8,3464.1,3373.5,45.3,45.3,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.5336,0.0353,-0.0353,3.4982,2,SL_HIT,UNAMBIGUOUS
283,2024-12-20T19:00:00+00:00,2024-12-21T06:00:00+00:00,XRPUSD,SHORT,XRPUSD_4867_BEARISH_4850_4857,2.3551,2.2728,0.0823,3.6154,REGIME_B_GT_06,2.2934,2.3551,2.2317,0.0617,0.0617,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.4982,0.035,-0.035,3.4632,11,SL_HIT,UNAMBIGUOUS
284,2024-12-21T11:00:00+00:00,2024-12-21T13:00:00+00:00,ETHUSD,LONG,ETHUSD_4883_BULLISH_4869_4878,3448.5,3392.2,56.3,1.6364,REGIME_B_GT_06,3434.425,3392.2,3476.65,42.225,42.225,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.4632,0.0346,-0.0346,3.4286,2,SL_HIT,UNAMBIGUOUS
285,2024-12-22T14:00:00+00:00,2024-12-22T18:00:00+00:00,SOLUSD,LONG,SOLUSD_4910_BULLISH_4901_4903,180.74,177.8,2.94,1.6415,REGIME_B_GT_06,180.005,177.8,182.21,2.205,2.205,1.0,TP_HIT,1.0,0.0001,0.0,0.0,0.0001,3.4286,0.0343,0.0343,3.4629,4,TP_HIT,UNAMBIGUOUS
286,2024-12-23T16:00:00+00:00,2024-12-23T17:00:00+00:00,XRPUSD,SHORT,XRPUSD_4936_BEARISH_4929_4935,2.224,2.1954,0.0286,1.3025,REGIME_B_GT_06,2.2026,2.224,2.1811,0.0215,0.0215,1.0,TP_HIT,1.0,0.0001,0.0,0.0,0.0001,3.4629,0.0346,0.0346,3.4975,1,TP_HIT,UNAMBIGUOUS
287,2024-12-23T18:00:00+00:00,2024-12-23T20:00:00+00:00,ETHUSD,LONG,ETHUSD_4938_BULLISH_4926_4936,3320.35,3258.5,61.85,1.8712,REGIME_B_GT_06,3304.8875,3258.5,3351.275,46.3875,46.3875,1.0,TP_HIT,1.0,0.0001,0.0,0.0,0.0001,3.4975,0.035,0.035,3.5325,2,TP_HIT,UNAMBIGUOUS
288,2024-12-23T20:00:00+00:00,2024-12-24T13:00:00+00:00,XRPUSD,SHORT,XRPUSD_4940_BEARISH_4905_4921,2.2928,2.2374,0.0554,2.4741,REGIME_B_GT_06,2.2513,2.2928,2.2097,0.0415,0.0415,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.5325,0.0353,-0.0353,3.4972,17,SL_HIT,UNAMBIGUOUS
289,2024-12-24T13:00:00+00:00,2024-12-24T14:00:00+00:00,BTCUSD,SHORT,BTCUSD_4957_BEARISH_4931_4934,96500.0,95775.0,725.0,0.7547,REGIME_B_GT_06,95956.25,96500.0,95412.5,543.75,543.75,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.4972,0.035,-0.035,3.4622,1,SL_HIT,UNAMBIGUOUS
290,2024-12-24T22:00:00+00:00,2024-12-25T21:00:00+00:00,BTCUSD,SHORT,BTCUSD_4966_BEARISH_4879_4884,99485.0,98446.0,1039.0,1.0524,REGIME_B_GT_06,98705.75,99485.0,97926.5,779.25,779.25,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.4622,0.0346,-0.0346,3.4276,23,SL_HIT,UNAMBIGUOUS
291,2024-12-25T23:00:00+00:00,2024-12-26T04:00:00+00:00,ETHUSD,SHORT,ETHUSD_4991_BEARISH_4978_4984,3546.6,3490.3,56.3,1.6108,REGIME_B_GT_06,3504.375,3546.6,3462.15,42.225,42.225,1.0,TP_HIT,1.0,0.0001,0.0,0.0,0.0001,3.4276,0.0343,0.0343,3.4619,5,TP_HIT,UNAMBIGUOUS
292,2024-12-26T04:00:00+00:00,2024-12-26T08:00:00+00:00,BTCUSD,LONG,BTCUSD_4996_BULLISH_4980_4991,98624.5,97589.0,1035.5,1.0539,REGIME_B_GT_06,98365.625,97589.0,99142.25,776.625,776.625,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0001,3.4619,0.0346,-0.0346,3.4272,4,SL_HIT,UNAMBIGUOUS
293,2024-12-27T13:00:00+00:00,2024-12-27T16:00:00+00:00,XRPUSD,LONG,XRPUSD_5029_BULLISH_5023_5025,2.1862,2.1268,0.0594,2.7172,REGIME_B_GT_06,2.1713,2.1268,2.2159,0.0446,0.0446,1.0,SL_HIT,-1.0,0.0001,0.0,-0.0,0.0,3.4272,0.0343,-0.0343,3.393,3,SL_HIT,UNAMBIGUOUS
294,2024-12-27T16:00:00+00:00,2024-12-27T17:00:00+00:00,BTCUSD,LONG,BTCUSD_5032_BULLISH_4951_4957,94280.5,93777.0,503.5,0.5348,REGIME_A_LE_06,94280.5,93777.0,95143.6429,503.5,863.1429,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.393,0.0339,-0.0339,3.359,1,SL_HIT,UNAMBIGUOUS
295,2024-12-27T21:00:00+00:00,2024-12-28T15:00:00+00:00,SOLUSD,LONG,SOLUSD_5037_BULLISH_4935_4939,185.62,180.669,4.951,2.6814,REGIME_B_GT_06,184.3822,180.669,188.0955,3.7132,3.7132,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.359,0.0336,0.0336,3.3926,18,TP_HIT,UNAMBIGUOUS
296,2024-12-29T14:00:00+00:00,2024-12-29T17:00:00+00:00,SOLUSD,LONG,SOLUSD_5078_BULLISH_5066_5070,194.201,192.348,1.853,0.9563,REGIME_B_GT_06,193.7378,192.348,195.1275,1.3897,1.3897,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.3926,0.0339,-0.0339,3.3587,3,SL_HIT,UNAMBIGUOUS
297,2024-12-29T17:00:00+00:00,2024-12-29T20:00:00+00:00,XRPUSD,LONG,XRPUSD_5081_BULLISH_5039_5056,2.1479,2.1329,0.015,0.6989,REGIME_B_GT_06,2.1441,2.1329,2.1554,0.0112,0.0112,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.3587,0.0336,-0.0336,3.3251,3,SL_HIT,UNAMBIGUOUS
298,2024-12-30T01:00:00+00:00,2024-12-30T14:00:00+00:00,SOLUSD,SHORT,SOLUSD_5089_BEARISH_5078_5084,197.6,192.83,4.77,2.4715,REGIME_B_GT_06,194.0225,197.6,190.445,3.5775,3.5775,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.3251,0.0333,0.0333,3.3584,13,TP_HIT,UNAMBIGUOUS
299,2024-12-30T17:00:00+00:00,2024-12-30T18:00:00+00:00,BTCUSD,SHORT,BTCUSD_5105_BEARISH_5100_5101,94252.0,93674.5,577.5,0.6157,REGIME_B_GT_06,93818.875,94252.0,93385.75,433.125,433.125,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.3584,0.0336,-0.0336,3.3248,1,SL_HIT,UNAMBIGUOUS
300,2024-12-30T18:00:00+00:00,2024-12-30T19:00:00+00:00,SOLUSD,SHORT,SOLUSD_5106_BEARISH_5100_5101,194.76,192.79,1.97,1.013,REGIME_B_GT_06,193.2825,194.76,191.805,1.4775,1.4775,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.3248,0.0332,-0.0332,3.2915,1,SL_HIT,UNAMBIGUOUS
301,2024-12-30T19:00:00+00:00,2024-12-31T00:00:00+00:00,XRPUSD,SHORT,XRPUSD_5107_BEARISH_5089_5093,2.1514,2.097,0.0544,2.5868,REGIME_B_GT_06,2.1106,2.1514,2.0698,0.0408,0.0408,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.2915,0.0329,0.0329,3.3244,5,TP_HIT,UNAMBIGUOUS
302,2024-12-31T00:00:00+00:00,2024-12-31T08:00:00+00:00,XRPUSD,LONG,XRPUSD_5112_BULLISH_5103_5107,2.0354,1.9967,0.0387,1.9065,REGIME_B_GT_06,2.0257,1.9967,2.0548,0.029,0.029,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.3244,0.0332,0.0332,3.3577,8,TP_HIT,UNAMBIGUOUS
303,2024-12-31T22:00:00+00:00,2025-01-01T09:00:00+00:00,ETHUSD,LONG,ETHUSD_5134_BULLISH_5113_5125,3343.55,3314.0,29.55,0.8851,REGIME_B_GT_06,3336.1625,3314.0,3358.325,22.1625,22.1625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.3577,0.0336,-0.0336,3.3241,11,SL_HIT,UNAMBIGUOUS
304,2025-01-01T12:00:00+00:00,2025-01-01T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_5148_BEARISH_5136_5146,94449.0,93460.0,989.0,1.0545,REGIME_B_GT_06,93707.25,94449.0,92965.5,741.75,741.75,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.3241,0.0332,-0.0332,3.2909,3,SL_HIT,UNAMBIGUOUS
305,2025-01-04T04:00:00+00:00,2025-01-04T15:00:00+00:00,XRPUSD,LONG,XRPUSD_5212_BULLISH_5208_5210,2.4659,2.4273,0.0386,1.5752,REGIME_B_GT_06,2.4562,2.4273,2.4852,0.029,0.029,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.2909,0.0329,-0.0329,3.258,11,SL_HIT,UNAMBIGUOUS
306,2025-01-05T01:00:00+00:00,2025-01-05T14:00:00+00:00,BTCUSD,LONG,BTCUSD_5233_BULLISH_5223_5228,98120.0,97477.5,642.5,0.655,REGIME_B_GT_06,97959.375,97477.5,98441.25,481.875,481.875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.258,0.0326,-0.0326,3.2254,13,SL_HIT,UNAMBIGUOUS
307,2025-01-06T01:00:00+00:00,2025-01-06T02:00:00+00:00,XRPUSD,SHORT,XRPUSD_5257_BEARISH_5229_5232,2.4419,2.4188,0.0231,0.955,REGIME_B_GT_06,2.4246,2.4419,2.4072,0.0173,0.0173,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.2254,0.0323,-0.0323,3.1931,1,SL_HIT,AMBIGUOUS_RESOLVED_CONSERVATIVE
308,2025-01-06T07:00:00+00:00,2025-01-06T14:00:00+00:00,ETHUSD,LONG,ETHUSD_5263_BULLISH_5257_5258,3654.95,3609.05,45.9,1.2578,REGIME_B_GT_06,3643.475,3609.05,3677.9,34.425,34.425,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.1931,0.0319,0.0319,3.2251,7,TP_HIT,UNAMBIGUOUS
309,2025-01-06T20:00:00+00:00,2025-01-07T00:00:00+00:00,BTCUSD,SHORT,BTCUSD_5276_BEARISH_4834_4843,102587.5,101712.5,875.0,0.8572,REGIME_B_GT_06,101931.25,102587.5,101275.0,656.25,656.25,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.2251,0.0323,-0.0323,3.1928,4,SL_HIT,UNAMBIGUOUS
310,2025-01-07T05:00:00+00:00,2025-01-07T06:00:00+00:00,XRPUSD,SHORT,XRPUSD_5285_BEARISH_5275_5280,2.4338,2.4201,0.0137,0.5636,REGIME_A_LE_06,2.4201,2.4338,2.3966,0.0137,0.0235,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1928,0.0319,-0.0319,3.1609,1,SL_HIT,UNAMBIGUOUS
311,2025-01-07T11:00:00+00:00,2025-01-07T14:00:00+00:00,ETHUSD,LONG,ETHUSD_5291_BULLISH_5269_5271,3652.0,3622.9,29.1,0.7998,REGIME_B_GT_06,3644.725,3622.9,3666.55,21.825,21.825,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1609,0.0316,-0.0316,3.1293,3,SL_HIT,UNAMBIGUOUS
312,2025-01-07T15:00:00+00:00,2025-01-07T17:00:00+00:00,BTCUSD,LONG,BTCUSD_5295_BULLISH_5246_5254,97933.0,97029.0,904.0,0.9233,REGIME_B_GT_06,97707.0,97029.0,98385.0,678.0,678.0,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1293,0.0313,-0.0313,3.098,2,SL_HIT,UNAMBIGUOUS
313,2025-01-08T22:00:00+00:00,2025-01-09T02:00:00+00:00,BTCUSD,SHORT,BTCUSD_5326_BEARISH_5318_5321,95845.0,94854.0,991.0,1.0404,REGIME_B_GT_06,95101.75,95845.0,94358.5,743.25,743.25,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.098,0.031,0.031,3.129,4,TP_HIT,UNAMBIGUOUS
314,2025-01-09T07:00:00+00:00,2025-01-09T13:00:00+00:00,XRPUSD,LONG,XRPUSD_5335_BULLISH_5320_5326,2.3148,2.2732,0.0416,1.8004,REGIME_B_GT_06,2.3044,2.2732,2.3356,0.0312,0.0312,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.129,0.0313,-0.0313,3.0977,6,SL_HIT,UNAMBIGUOUS
315,2025-01-10T06:00:00+00:00,2025-01-10T07:00:00+00:00,SOLUSD,SHORT,SOLUSD_5358_BEARISH_5344_5348,192.68,190.539,2.141,1.1212,REGIME_B_GT_06,191.0743,192.68,189.4685,1.6058,1.6058,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.0977,0.031,-0.031,3.0667,1,SL_HIT,UNAMBIGUOUS
316,2025-01-10T10:00:00+00:00,2025-01-10T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_5362_BEARISH_5329_5341,95359.0,94930.5,428.5,0.4503,REGIME_A_LE_06,94930.5,95359.0,94195.9286,428.5,734.5714,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,3.0667,0.0307,0.0526,3.1193,3,TP_HIT,UNAMBIGUOUS
317,2025-01-12T00:00:00+00:00,2025-01-12T09:00:00+00:00,BTCUSD,LONG,BTCUSD_5400_BULLISH_5393_5397,94415.0,93945.0,470.0,0.4978,REGIME_A_LE_06,94415.0,93945.0,95220.7143,470.0,805.7143,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1193,0.0312,-0.0312,3.0881,9,SL_HIT,UNAMBIGUOUS
318,2025-01-12T17:00:00+00:00,2025-01-12T21:00:00+00:00,XRPUSD,SHORT,XRPUSD_5417_BEARISH_5405_5409,2.5555,2.5372,0.0183,0.7203,REGIME_B_GT_06,2.5418,2.5555,2.528,0.0137,0.0137,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.0881,0.0309,0.0309,3.119,4,TP_HIT,UNAMBIGUOUS
319,2025-01-12T22:00:00+00:00,2025-01-13T00:00:00+00:00,BTCUSD,LONG,BTCUSD_5422_BULLISH_5409_5414,94199.5,93661.0,538.5,0.5734,REGIME_A_LE_06,94199.5,93661.0,95122.6429,538.5,923.1429,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,3.119,0.0312,0.0535,3.1724,2,TP_HIT,UNAMBIGUOUS
320,2025-01-13T01:00:00+00:00,2025-01-13T05:00:00+00:00,ETHUSD,LONG,ETHUSD_5425_BULLISH_5422_5424,3267.3,3232.85,34.45,1.0567,REGIME_B_GT_06,3258.6875,3232.85,3284.525,25.8375,25.8375,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1724,0.0317,-0.0317,3.1407,4,SL_HIT,UNAMBIGUOUS
321,2025-01-13T06:00:00+00:00,2025-01-13T11:00:00+00:00,ETHUSD,LONG,ETHUSD_5430_BULLISH_4859_4867,3217.05,3101.55,115.5,3.6207,REGIME_B_GT_06,3188.175,3101.55,3274.8,86.625,86.625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1407,0.0314,-0.0314,3.1093,5,SL_HIT,UNAMBIGUOUS
322,2025-01-13T21:00:00+00:00,2025-01-14T01:00:00+00:00,BTCUSD,SHORT,BTCUSD_5445_BEARISH_5428_5430,94878.0,94145.5,732.5,0.778,REGIME_B_GT_06,94328.625,94878.0,93779.25,549.375,549.375,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1093,0.0311,-0.0311,3.0782,4,SL_HIT,UNAMBIGUOUS
323,2025-01-14T07:00:00+00:00,2025-01-14T08:00:00+00:00,BTCUSD,SHORT,BTCUSD_5455_BEARISH_5370_5435,95749.0,94532.5,1216.5,1.2829,REGIME_B_GT_06,94836.625,95749.0,93924.25,912.375,912.375,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.0782,0.0308,-0.0308,3.0474,1,SL_HIT,UNAMBIGUOUS
324,2025-01-14T09:00:00+00:00,2025-01-14T12:00:00+00:00,ETHUSD,SHORT,ETHUSD_5457_BEARISH_5426_5429,3270.0,3235.95,34.05,1.0501,REGIME_B_GT_06,3244.4625,3270.0,3218.925,25.5375,25.5375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.0474,0.0305,0.0305,3.0779,3,TP_HIT,UNAMBIGUOUS
325,2025-01-14T22:00:00+00:00,2025-01-15T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_5470_BEARISH_5424_5427,191.906,188.22,3.686,1.9529,REGIME_B_GT_06,189.1415,191.906,186.377,2.7645,2.7645,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.0779,0.0308,-0.0308,3.0471,15,SL_HIT,UNAMBIGUOUS
326,2025-01-18T03:00:00+00:00,2025-01-18T04:00:00+00:00,SOLUSD,LONG,SOLUSD_5547_BULLISH_5540_5546,221.13,216.35,4.78,2.1676,REGIME_B_GT_06,219.935,216.35,223.52,3.585,3.585,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.0471,0.0305,0.0305,3.0776,1,TP_HIT,UNAMBIGUOUS
327,2025-01-18T23:00:00+00:00,2025-01-19T04:00:00+00:00,XRPUSD,SHORT,XRPUSD_5567_BEARISH_5543_5549,3.3171,3.2523,0.0648,1.9827,REGIME_B_GT_06,3.2685,3.3171,3.2199,0.0486,0.0486,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.0776,0.0308,0.0308,3.1084,5,TP_HIT,UNAMBIGUOUS
328,2025-01-19T04:00:00+00:00,2025-01-19T08:00:00+00:00,ETHUSD,LONG,ETHUSD_5572_BULLISH_5562_5569,3283.6,3248.35,35.25,1.0736,REGIME_B_GT_06,3274.7875,3248.35,3301.225,26.4375,26.4375,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1084,0.0311,-0.0311,3.0773,4,SL_HIT,UNAMBIGUOUS
329,2025-01-19T21:00:00+00:00,2025-01-19T22:00:00+00:00,BTCUSD,LONG,BTCUSD_5589_BULLISH_5561_5572,104188.0,103209.0,979.0,0.9442,REGIME_B_GT_06,103943.25,103209.0,104677.5,734.25,734.25,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.0773,0.0308,-0.0308,3.0465,1,SL_HIT,UNAMBIGUOUS
330,2025-01-20T00:00:00+00:00,2025-01-20T02:00:00+00:00,BTCUSD,LONG,BTCUSD_5592_BULLISH_5504_5521,99788.5,98573.0,1215.5,1.2184,REGIME_B_GT_06,99484.625,98573.0,100396.25,911.625,911.625,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.0465,0.0305,0.0305,3.077,2,TP_HIT,UNAMBIGUOUS
331,2025-01-22T11:00:00+00:00,2025-01-22T14:00:00+00:00,ETHUSD,SHORT,ETHUSD_5651_BEARISH_5640_5647,3366.0,3322.5,43.5,1.3081,REGIME_B_GT_06,3333.375,3366.0,3300.75,32.625,32.625,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.077,0.0308,0.0308,3.1077,3,TP_HIT,UNAMBIGUOUS
332,2025-01-22T15:00:00+00:00,2025-01-22T18:00:00+00:00,XRPUSD,LONG,XRPUSD_5655_BULLISH_5648_5651,3.1735,3.1411,0.0324,1.025,REGIME_B_GT_06,3.1654,3.1411,3.1897,0.0243,0.0243,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1077,0.0311,-0.0311,3.0767,3,SL_HIT,UNAMBIGUOUS
333,2025-01-22T18:00:00+00:00,2025-01-22T19:00:00+00:00,SOLUSD,LONG,SOLUSD_5658_BULLISH_5650_5653,254.865,252.11,2.755,1.0856,REGIME_B_GT_06,254.1763,252.11,256.2425,2.0662,2.0662,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.0767,0.0308,0.0308,3.1074,1,TP_HIT,UNAMBIGUOUS
334,2025-01-22T22:00:00+00:00,2025-01-23T01:00:00+00:00,SOLUSD,LONG,SOLUSD_5662_BULLISH_5658_5659,260.09,253.219,6.871,2.6423,REGIME_B_GT_06,258.3723,253.219,263.5255,5.1533,5.1533,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1074,0.0311,-0.0311,3.0764,3,SL_HIT,UNAMBIGUOUS
335,2025-01-23T08:00:00+00:00,2025-01-23T14:00:00+00:00,BTCUSD,LONG,BTCUSD_5672_BULLISH_5622_5627,102181.5,101112.0,1069.5,1.0467,REGIME_B_GT_06,101914.125,101112.0,102716.25,802.125,802.125,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.0764,0.0308,0.0308,3.1071,6,TP_HIT,UNAMBIGUOUS
336,2025-01-23T19:00:00+00:00,2025-01-23T20:00:00+00:00,SOLUSD,LONG,SOLUSD_5683_BULLISH_5677_5678,247.504,242.03,5.474,2.2184,REGIME_B_GT_06,246.1355,242.03,250.241,4.1055,4.1055,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.1071,0.0311,0.0311,3.1382,1,TP_HIT,UNAMBIGUOUS
337,2025-01-24T17:00:00+00:00,2025-01-24T21:00:00+00:00,SOLUSD,SHORT,SOLUSD_5705_BEARISH_5660_5665,272.0,264.278,7.722,2.9202,REGIME_B_GT_06,266.2085,272.0,260.417,5.7915,5.7915,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.1382,0.0314,0.0314,3.1696,4,TP_HIT,UNAMBIGUOUS
338,2025-01-25T04:00:00+00:00,2025-01-25T18:00:00+00:00,SOLUSD,LONG,SOLUSD_5716_BULLISH_5685_5693,251.42,243.488,7.932,3.1696,REGIME_B_GT_06,249.437,243.488,255.386,5.949,5.949,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.1696,0.0317,0.0317,3.2013,14,TP_HIT,UNAMBIGUOUS
339,2025-01-26T17:00:00+00:00,2025-01-26T21:00:00+00:00,ETHUSD,SHORT,ETHUSD_5753_BEARISH_5740_5745,3361.2,3335.0,26.2,0.7853,REGIME_B_GT_06,3341.55,3361.2,3321.9,19.65,19.65,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.2013,0.032,0.032,3.2333,4,TP_HIT,UNAMBIGUOUS
340,2025-01-28T12:00:00+00:00,2025-01-28T16:00:00+00:00,SOLUSD,LONG,SOLUSD_5796_BULLISH_5781_5788,237.72,232.619,5.101,2.1603,REGIME_B_GT_06,236.4447,232.619,240.2705,3.8257,3.8257,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.2333,0.0323,-0.0323,3.2009,4,SL_HIT,UNAMBIGUOUS
341,2025-01-28T20:00:00+00:00,2025-01-28T21:00:00+00:00,XRPUSD,LONG,XRPUSD_5804_BULLISH_5793_5796,3.1101,3.0708,0.0393,1.2771,REGIME_B_GT_06,3.1003,3.0708,3.1297,0.0295,0.0295,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.2009,0.032,-0.032,3.1689,1,SL_HIT,UNAMBIGUOUS
342,2025-01-29T06:00:00+00:00,2025-01-29T19:00:00+00:00,BTCUSD,SHORT,BTCUSD_5814_BEARISH_5799_5804,103797.0,102450.5,1346.5,1.3103,REGIME_B_GT_06,102787.125,103797.0,101777.25,1009.875,1009.875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1689,0.0317,-0.0317,3.1372,13,SL_HIT,UNAMBIGUOUS
343,2025-01-30T08:00:00+00:00,2025-01-30T15:00:00+00:00,SOLUSD,SHORT,SOLUSD_5840_BEARISH_5789_5802,243.76,239.494,4.266,1.7811,REGIME_B_GT_06,240.5605,243.76,237.361,3.1995,3.1995,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1372,0.0314,-0.0314,3.1059,7,SL_HIT,UNAMBIGUOUS
344,2025-01-30T17:00:00+00:00,2025-01-30T18:00:00+00:00,BTCUSD,LONG,BTCUSD_5849_BULLISH_5839_5846,105308.0,104760.5,547.5,0.5202,REGIME_A_LE_06,105308.0,104760.5,106246.5714,547.5,938.5714,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.1059,0.0311,-0.0311,3.0748,1,SL_HIT,UNAMBIGUOUS
345,2025-01-30T20:00:00+00:00,2025-01-31T00:00:00+00:00,SOLUSD,LONG,SOLUSD_5852_BULLISH_5839_5846,239.621,237.088,2.533,1.062,REGIME_B_GT_06,238.9878,237.088,240.8875,1.8998,1.8998,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,3.0748,0.0307,-0.0307,3.0441,4,SL_HIT,UNAMBIGUOUS
346,2025-01-31T04:00:00+00:00,2025-01-31T13:00:00+00:00,BTCUSD,LONG,BTCUSD_5860_BULLISH_5832_5835,104083.0,103229.0,854.0,0.8213,REGIME_B_GT_06,103869.5,103229.0,104510.0,640.5,640.5,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,3.0441,0.0304,0.0304,3.0745,9,TP_HIT,UNAMBIGUOUS
