trade_number,timestamp,exit_timestamp,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_percent,tp_regime,entry_price,sl_price,tp_price,risk_distance,reward_distance,planned_rr,outcome,realized_R,starting_capital_10pct,risk_amount_10pct,pnl_dollar_10pct,ending_capital_10pct,starting_capital_1pct,risk_amount_1pct,pnl_dollar_1pct,ending_capital_1pct,holding_time_hours,exit_reason,ambiguity_status
481,2025-05-23T06:00:00+00:00,2025-05-23T11:00:00+00:00,ETHUSD,LONG,ETHUSD_8550_BULLISH_8539_8546,2661.15,2626.0,35.15,1.323,REGIME_B_GT_06,2652.3625,2626.0,2678.725,26.3625,26.3625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3882,0.0239,-0.0239,2.3643,5,SL_HIT,UNAMBIGUOUS
482,2025-05-23T11:00:00+00:00,2025-05-23T12:00:00+00:00,XRPUSD,LONG,XRPUSD_8555_BULLISH_8514_8528,2.373,2.3403,0.0327,1.384,REGIME_B_GT_06,2.3648,2.3403,2.3894,0.0245,0.0245,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3643,0.0236,-0.0236,2.3407,1,SL_HIT,UNAMBIGUOUS
483,2025-05-24T10:00:00+00:00,2025-05-24T22:00:00+00:00,BTCUSD,SHORT,BTCUSD_8578_BEARISH_8561_8566,109771.0,108974.0,797.0,0.7308,REGIME_B_GT_06,109173.25,109771.0,108575.5,597.75,597.75,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.3407,0.0234,0.0234,2.3641,12,TP_HIT,UNAMBIGUOUS
484,2025-05-25T12:00:00+00:00,2025-05-25T13:00:00+00:00,ETHUSD,SHORT,ETHUSD_8604_BEARISH_8595_8600,2520.0,2506.15,13.85,0.5504,REGIME_A_LE_06,2506.15,2520.0,2482.4071,13.85,23.7429,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3641,0.0236,-0.0236,2.3404,1,SL_HIT,UNAMBIGUOUS
485,2025-05-25T14:00:00+00:00,2025-05-25T22:00:00+00:00,BTCUSD,LONG,BTCUSD_8606_BULLISH_8514_8520,107381.0,106286.0,1095.0,1.0203,REGIME_B_GT_06,107107.25,106286.0,107928.5,821.25,821.25,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.3404,0.0234,0.0234,2.3638,8,TP_HIT,UNAMBIGUOUS
486,2025-05-26T00:00:00+00:00,2025-05-26T05:00:00+00:00,SOLUSD,SHORT,SOLUSD_8616_BEARISH_8588_8592,177.878,176.865,1.013,0.5708,REGIME_A_LE_06,176.865,177.878,175.1284,1.013,1.7366,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3638,0.0236,-0.0236,2.3402,5,SL_HIT,UNAMBIGUOUS
487,2025-05-27T06:00:00+00:00,2025-05-27T11:00:00+00:00,XRPUSD,LONG,XRPUSD_8646_BULLISH_8607_8614,2.2924,2.2646,0.0278,1.2151,REGIME_B_GT_06,2.2854,2.2646,2.3063,0.0208,0.0208,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.3402,0.0234,0.0234,2.3636,5,TP_HIT,UNAMBIGUOUS
488,2025-05-28T01:00:00+00:00,2025-05-28T14:00:00+00:00,BTCUSD,LONG,BTCUSD_8665_BULLISH_8642_8655,108670.5,107865.5,805.0,0.741,REGIME_B_GT_06,108469.25,107865.5,109073.0,603.75,603.75,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3636,0.0236,-0.0236,2.3399,13,SL_HIT,UNAMBIGUOUS
489,2025-05-28T14:00:00+00:00,2025-05-28T23:00:00+00:00,ETHUSD,LONG,ETHUSD_8678_BULLISH_8674_8675,2642.45,2608.0,34.45,1.3104,REGIME_B_GT_06,2633.8375,2608.0,2659.675,25.8375,25.8375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.3399,0.0234,0.0234,2.3633,9,TP_HIT,UNAMBIGUOUS
490,2025-05-29T10:00:00+00:00,2025-05-29T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_8698_BEARISH_8672_8677,109088.0,108550.0,538.0,0.4948,REGIME_A_LE_06,108550.0,109088.0,107627.7143,538.0,922.2857,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,2.3633,0.0236,0.0405,2.4039,3,TP_HIT,UNAMBIGUOUS
491,2025-05-29T13:00:00+00:00,2025-05-29T14:00:00+00:00,BTCUSD,LONG,BTCUSD_8701_BULLISH_8692_8697,108068.0,106897.0,1171.0,1.0885,REGIME_B_GT_06,107775.25,106897.0,108653.5,878.25,878.25,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.4039,0.024,-0.024,2.3798,1,SL_HIT,UNAMBIGUOUS
492,2025-05-29T17:00:00+00:00,2025-05-29T18:00:00+00:00,BTCUSD,LONG,BTCUSD_8705_BULLISH_8505_8510,106499.5,106048.0,451.5,0.4249,REGIME_A_LE_06,106499.5,106048.0,107273.5,451.5,774.0,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3798,0.0238,-0.0238,2.356,1,SL_HIT,UNAMBIGUOUS
493,2025-05-30T12:00:00+00:00,2025-05-30T16:00:00+00:00,SOLUSD,LONG,SOLUSD_8724_BULLISH_8454_8523,163.303,159.318,3.985,2.4455,REGIME_B_GT_06,162.3067,159.318,165.2955,2.9887,2.9887,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.356,0.0236,-0.0236,2.3325,4,SL_HIT,UNAMBIGUOUS
494,2025-05-31T14:00:00+00:00,2025-06-01T16:00:00+00:00,BTCUSD,SHORT,BTCUSD_8750_BEARISH_8731_8737,104970.5,104454.0,516.5,0.4941,REGIME_A_LE_06,104454.0,104970.5,103568.5714,516.5,885.4286,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3325,0.0233,-0.0233,2.3091,26,SL_HIT,UNAMBIGUOUS
495,2025-06-01T17:00:00+00:00,2025-06-01T18:00:00+00:00,ETHUSD,SHORT,ETHUSD_8777_BEARISH_8757_8761,2550.8,2538.4,12.4,0.4885,REGIME_A_LE_06,2538.4,2550.8,2517.1429,12.4,21.2571,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,2.3091,0.0231,0.0396,2.3487,1,TP_HIT,UNAMBIGUOUS
496,2025-06-01T21:00:00+00:00,2025-06-02T00:00:00+00:00,SOLUSD,SHORT,SOLUSD_8781_BEARISH_8758_8769,157.952,156.779,1.173,0.7476,REGIME_B_GT_06,157.0722,157.952,156.1925,0.8798,0.8798,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3487,0.0235,-0.0235,2.3252,3,SL_HIT,UNAMBIGUOUS
497,2025-06-02T03:00:00+00:00,2025-06-02T14:00:00+00:00,ETHUSD,LONG,ETHUSD_8787_BULLISH_8772_8775,2501.4,2467.6,33.8,1.3544,REGIME_B_GT_06,2492.95,2467.6,2518.3,25.35,25.35,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.3252,0.0233,0.0233,2.3485,11,TP_HIT,UNAMBIGUOUS
498,2025-06-02T16:00:00+00:00,2025-06-02T20:00:00+00:00,XRPUSD,SHORT,XRPUSD_8800_BEARISH_8791_8794,2.1789,2.161,0.0179,0.8278,REGIME_B_GT_06,2.1655,2.1789,2.152,0.0134,0.0134,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3485,0.0235,-0.0235,2.325,4,SL_HIT,UNAMBIGUOUS
499,2025-06-03T16:00:00+00:00,2025-06-03T20:00:00+00:00,ETHUSD,LONG,ETHUSD_8824_BULLISH_8816_8821,2610.75,2594.0,16.75,0.643,REGIME_B_GT_06,2606.5625,2594.0,2619.125,12.5625,12.5625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.325,0.0233,-0.0233,2.3018,4,SL_HIT,UNAMBIGUOUS
500,2025-06-04T03:00:00+00:00,2025-06-04T15:00:00+00:00,ETHUSD,SHORT,ETHUSD_8835_BEARISH_8822_8829,2655.2,2612.95,42.25,1.6081,REGIME_B_GT_06,2623.5125,2655.2,2591.825,31.6875,31.6875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3018,0.023,-0.023,2.2787,12,SL_HIT,UNAMBIGUOUS
501,2025-06-04T20:00:00+00:00,2025-06-05T12:00:00+00:00,BTCUSD,LONG,BTCUSD_8852_BULLISH_8798_8808,104646.5,103627.0,1019.5,0.9749,REGIME_B_GT_06,104391.625,103627.0,105156.25,764.625,764.625,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.2787,0.0228,0.0228,2.3015,16,TP_HIT,UNAMBIGUOUS
502,2025-06-05T12:00:00+00:00,2025-06-05T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_8868_BEARISH_8858_8861,154.541,153.279,1.262,0.8201,REGIME_B_GT_06,153.5945,154.541,152.648,0.9465,0.9465,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.3015,0.023,0.023,2.3245,1,TP_HIT,UNAMBIGUOUS
503,2025-06-06T17:00:00+00:00,2025-06-07T13:00:00+00:00,BTCUSD,SHORT,BTCUSD_8897_BEARISH_8868_8872,105748.0,104744.5,1003.5,0.9568,REGIME_B_GT_06,104995.375,105748.0,104242.75,752.625,752.625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3245,0.0232,-0.0232,2.3013,20,SL_HIT,UNAMBIGUOUS
504,2025-06-07T20:00:00+00:00,2025-06-08T00:00:00+00:00,XRPUSD,SHORT,XRPUSD_8924_BEARISH_8917_8921,2.19,2.181,0.009,0.4126,REGIME_A_LE_06,2.181,2.19,2.1656,0.009,0.0154,1.7143,TIMEOUT_EXIT,0.9778,0.0,0.0,0.0,0.0,2.3013,0.023,0.0225,2.3238,4,TIMEOUT_EXIT,UNAMBIGUOUS
505,2025-06-08T01:00:00+00:00,2025-06-08T10:00:00+00:00,BTCUSD,SHORT,BTCUSD_8929_BEARISH_8842_8843,105975.0,105613.5,361.5,0.3422,REGIME_A_LE_06,105613.5,105975.0,104993.7857,361.5,619.7143,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,2.3238,0.0232,0.0398,2.3636,9,TP_HIT,UNAMBIGUOUS
506,2025-06-09T04:00:00+00:00,2025-06-09T09:00:00+00:00,BTCUSD,LONG,BTCUSD_8956_BULLISH_8938_8943,105435.5,104940.0,495.5,0.4701,REGIME_A_LE_06,105435.5,104940.0,106284.9286,495.5,849.4286,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,2.3636,0.0236,0.0405,2.4042,5,TP_HIT,UNAMBIGUOUS
507,2025-06-10T02:00:00+00:00,2025-06-10T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_8978_BEARISH_8653_8705,110690.0,109536.5,1153.5,1.0523,REGIME_B_GT_06,109824.875,110690.0,108959.75,865.125,865.125,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.4042,0.024,0.024,2.4282,13,TP_HIT,UNAMBIGUOUS
508,2025-06-11T12:00:00+00:00,2025-06-11T15:00:00+00:00,ETHUSD,SHORT,ETHUSD_9012_BEARISH_6431_6435,2858.8,2800.7,58.1,2.0714,REGIME_B_GT_06,2815.225,2858.8,2771.65,43.575,43.575,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.4282,0.0243,-0.0243,2.4039,3,SL_HIT,UNAMBIGUOUS
509,2025-06-12T07:00:00+00:00,2025-06-12T11:00:00+00:00,ETHUSD,LONG,ETHUSD_9031_BULLISH_8990_8998,2753.65,2727.0,26.65,0.9726,REGIME_B_GT_06,2746.9875,2727.0,2766.975,19.9875,19.9875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.4039,0.024,-0.024,2.3799,4,SL_HIT,UNAMBIGUOUS
510,2025-06-12T12:00:00+00:00,2025-06-12T19:00:00+00:00,SOLUSD,LONG,SOLUSD_9036_BULLISH_8991_8994,158.66,156.261,2.399,1.5126,REGIME_B_GT_06,158.0602,156.261,159.8595,1.7993,1.7993,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3799,0.0238,-0.0238,2.3561,7,SL_HIT,UNAMBIGUOUS
511,2025-06-12T19:00:00+00:00,2025-06-12T20:00:00+00:00,BTCUSD,LONG,BTCUSD_9043_BULLISH_9037_9041,107160.0,106550.0,610.0,0.5714,REGIME_A_LE_06,107160.0,106550.0,108205.7143,610.0,1045.7143,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3561,0.0236,-0.0236,2.3325,1,SL_HIT,UNAMBIGUOUS
512,2025-06-12T23:00:00+00:00,2025-06-13T00:00:00+00:00,BTCUSD,LONG,BTCUSD_9047_BULLISH_8955_8961,105671.5,105275.0,396.5,0.3754,REGIME_A_LE_06,105671.5,105275.0,106351.2143,396.5,679.7143,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3325,0.0233,-0.0233,2.3092,1,SL_HIT,UNAMBIGUOUS
513,2025-06-14T01:00:00+00:00,2025-06-14T15:00:00+00:00,BTCUSD,LONG,BTCUSD_9073_BULLISH_9066_9071,105443.0,104617.0,826.0,0.7834,REGIME_B_GT_06,105236.5,104617.0,105856.0,619.5,619.5,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.3092,0.0231,-0.0231,2.2861,14,SL_HIT,UNAMBIGUOUS
514,2025-06-14T20:00:00+00:00,2025-06-15T05:00:00+00:00,BTCUSD,LONG,BTCUSD_9092_BULLISH_9062_9064,104978.5,104079.5,899.0,0.8575,REGIME_B_GT_06,104753.75,104079.5,105428.0,674.25,674.25,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.2861,0.0229,0.0229,2.309,9,TP_HIT,UNAMBIGUOUS
515,2025-06-15T23:00:00+00:00,2025-06-16T01:00:00+00:00,BTCUSD,SHORT,BTCUSD_9119_BEARISH_9110_9116,105811.5,105274.0,537.5,0.5093,REGIME_A_LE_06,105274.0,105811.5,104352.5714,537.5,921.4286,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.309,0.0231,-0.0231,2.2859,2,SL_HIT,UNAMBIGUOUS
516,2025-06-16T01:00:00+00:00,2025-06-16T04:00:00+00:00,BTCUSD,SHORT,BTCUSD_9121_BEARISH_9072_9088,106185.0,105653.5,531.5,0.5024,REGIME_A_LE_06,105653.5,106185.0,104742.3571,531.5,911.1429,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.2859,0.0229,-0.0229,2.263,3,SL_HIT,UNAMBIGUOUS
517,2025-06-16T21:00:00+00:00,2025-06-16T22:00:00+00:00,SOLUSD,LONG,SOLUSD_9141_BULLISH_9133_9138,156.712,154.6304,2.0816,1.3297,REGIME_B_GT_06,156.1916,154.6304,157.7528,1.5612,1.5612,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.263,0.0226,-0.0226,2.2404,1,SL_HIT,UNAMBIGUOUS
518,2025-06-16T23:00:00+00:00,2025-06-17T00:00:00+00:00,BTCUSD,LONG,BTCUSD_9143_BULLISH_9133_9134,107148.5,106458.5,690.0,0.6463,REGIME_B_GT_06,106976.0,106458.5,107493.5,517.5,517.5,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.2404,0.0224,-0.0224,2.218,1,SL_HIT,UNAMBIGUOUS
519,2025-06-17T14:00:00+00:00,2025-06-17T15:00:00+00:00,ETHUSD,LONG,ETHUSD_9158_BULLISH_9116_9122,2536.55,2490.9,45.65,1.8024,REGIME_B_GT_06,2525.1375,2490.9,2559.375,34.2375,34.2375,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.218,0.0222,-0.0222,2.1958,1,SL_HIT,UNAMBIGUOUS
520,2025-06-17T21:00:00+00:00,2025-06-18T10:00:00+00:00,XRPUSD,LONG,XRPUSD_9165_BULLISH_9116_9124,2.1631,2.1396,0.0235,1.0897,REGIME_B_GT_06,2.1572,2.1396,2.1748,0.0176,0.0176,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.1958,0.022,-0.022,2.1738,13,SL_HIT,UNAMBIGUOUS
521,2025-06-19T01:00:00+00:00,2025-06-19T14:00:00+00:00,SOLUSD,LONG,SOLUSD_9193_BULLISH_9187_9188,146.0,143.625,2.375,1.6306,REGIME_B_GT_06,145.4062,143.625,147.1875,1.7812,1.7812,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.1738,0.0217,-0.0217,2.1521,13,SL_HIT,UNAMBIGUOUS
522,2025-06-20T07:00:00+00:00,2025-06-20T08:00:00+00:00,SOLUSD,SHORT,SOLUSD_9223_BEARISH_9190_9206,147.87,147.118,0.752,0.5101,REGIME_A_LE_06,147.118,147.87,145.8289,0.752,1.2891,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.1521,0.0215,-0.0215,2.1306,1,SL_HIT,UNAMBIGUOUS
523,2025-06-21T16:00:00+00:00,2025-06-21T17:00:00+00:00,SOLUSD,LONG,SOLUSD_9256_BULLISH_9238_9249,140.119,138.617,1.502,1.0722,REGIME_B_GT_06,139.7435,138.617,140.87,1.1265,1.1265,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.1306,0.0213,-0.0213,2.1093,1,SL_HIT,UNAMBIGUOUS
524,2025-06-21T17:00:00+00:00,2025-06-21T18:00:00+00:00,BTCUSD,LONG,BTCUSD_9257_BULLISH_9239_9249,103304.5,102928.0,376.5,0.365,REGIME_A_LE_06,103304.5,102928.0,103949.9286,376.5,645.4286,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.1093,0.0211,-0.0211,2.0882,1,SL_HIT,UNAMBIGUOUS
525,2025-06-21T18:00:00+00:00,2025-06-21T21:00:00+00:00,ETHUSD,LONG,ETHUSD_9258_BULLISH_8454_8467,2397.4,2347.85,49.55,2.0758,REGIME_B_GT_06,2385.0125,2347.85,2422.175,37.1625,37.1625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0882,0.0209,-0.0209,2.0673,3,SL_HIT,UNAMBIGUOUS
526,2025-06-23T09:00:00+00:00,2025-06-23T13:00:00+00:00,ETHUSD,LONG,ETHUSD_9297_BULLISH_9288_9296,2259.3,2221.15,38.15,1.6946,REGIME_B_GT_06,2249.7625,2221.15,2278.375,28.6125,28.6125,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.0673,0.0207,0.0207,2.088,4,TP_HIT,UNAMBIGUOUS
527,2025-06-23T14:00:00+00:00,2025-06-23T16:00:00+00:00,BTCUSD,LONG,BTCUSD_9302_BULLISH_9300_9301,101661.5,101077.5,584.0,0.5748,REGIME_A_LE_06,101661.5,101077.5,102662.6429,584.0,1001.1429,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.088,0.0209,-0.0209,2.0671,2,SL_HIT,UNAMBIGUOUS
528,2025-06-23T17:00:00+00:00,2025-06-23T19:00:00+00:00,ETHUSD,SHORT,ETHUSD_9305_BEARISH_9302_9304,2314.0,2270.95,43.05,1.8931,REGIME_B_GT_06,2281.7125,2314.0,2249.425,32.2875,32.2875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0671,0.0207,-0.0207,2.0464,2,SL_HIT,UNAMBIGUOUS
529,2025-06-24T21:00:00+00:00,2025-06-25T01:00:00+00:00,BTCUSD,SHORT,BTCUSD_9333_BEARISH_9224_9230,106497.0,105738.0,759.0,0.7164,REGIME_B_GT_06,105927.75,106497.0,105358.5,569.25,569.25,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0464,0.0205,-0.0205,2.026,4,SL_HIT,UNAMBIGUOUS
530,2025-06-25T02:00:00+00:00,2025-06-25T13:00:00+00:00,XRPUSD,LONG,XRPUSD_9338_BULLISH_9325_9328,2.183,2.1646,0.0184,0.8433,REGIME_B_GT_06,2.1784,2.1646,2.1922,0.0138,0.0138,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.026,0.0203,0.0203,2.0462,11,TP_HIT,UNAMBIGUOUS
531,2025-06-25T15:00:00+00:00,2025-06-25T16:00:00+00:00,SOLUSD,LONG,SOLUSD_9351_BULLISH_9331_9343,143.869,142.768,1.101,0.7665,REGIME_B_GT_06,143.5938,142.768,144.4195,0.8257,0.8257,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0462,0.0205,-0.0205,2.0258,1,SL_HIT,UNAMBIGUOUS
532,2025-06-27T02:00:00+00:00,2025-06-27T07:00:00+00:00,ETHUSD,SHORT,ETHUSD_9386_BEARISH_9380_9384,2456.95,2429.45,27.5,1.1283,REGIME_B_GT_06,2436.325,2456.95,2415.7,20.625,20.625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0258,0.0203,-0.0203,2.0055,5,SL_HIT,UNAMBIGUOUS
533,2025-06-27T12:00:00+00:00,2025-06-29T22:00:00+00:00,ETHUSD,LONG,ETHUSD_9396_BULLISH_9385_9393,2431.4,2379.75,51.65,2.1261,REGIME_B_GT_06,2418.4875,2379.75,2457.225,38.7375,38.7375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.0055,0.0201,0.0201,2.0256,58,TP_HIT,UNAMBIGUOUS
534,2025-06-30T04:00:00+00:00,2025-06-30T14:00:00+00:00,BTCUSD,SHORT,BTCUSD_9460_BEARISH_9139_9159,108865.0,108217.5,647.5,0.598,REGIME_A_LE_06,108217.5,108865.0,107107.5,647.5,1110.0,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,2.0256,0.0203,0.0347,2.0603,10,TP_HIT,UNAMBIGUOUS
535,2025-07-03T12:00:00+00:00,2025-07-03T13:00:00+00:00,SOLUSD,LONG,SOLUSD_9540_BULLISH_9530_9533,153.13,151.694,1.436,0.9379,REGIME_B_GT_06,152.771,151.694,153.848,1.077,1.077,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.0603,0.0206,0.0206,2.0809,1,TP_HIT,UNAMBIGUOUS
536,2025-07-03T15:00:00+00:00,2025-07-04T06:00:00+00:00,ETHUSD,LONG,ETHUSD_9543_BULLISH_9530_9541,2580.45,2555.75,24.7,0.9612,REGIME_B_GT_06,2574.275,2555.75,2592.8,18.525,18.525,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0809,0.0208,-0.0208,2.0601,15,SL_HIT,UNAMBIGUOUS
537,2025-07-04T07:00:00+00:00,2025-07-04T08:00:00+00:00,BTCUSD,LONG,BTCUSD_9559_BULLISH_9530_9537,108946.5,108488.5,458.0,0.4215,REGIME_A_LE_06,108946.5,108488.5,109731.6429,458.0,785.1429,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0601,0.0206,-0.0206,2.0395,1,SL_HIT,UNAMBIGUOUS
538,2025-07-04T13:00:00+00:00,2025-07-04T15:00:00+00:00,SOLUSD,LONG,SOLUSD_9565_BULLISH_9516_9518,148.583,147.068,1.515,1.0204,REGIME_B_GT_06,148.2043,147.068,149.3405,1.1362,1.1362,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0395,0.0204,-0.0204,2.0191,2,SL_HIT,UNAMBIGUOUS
539,2025-07-05T07:00:00+00:00,2025-07-06T13:00:00+00:00,BTCUSD,LONG,BTCUSD_9583_BULLISH_9578_9582,108056.5,107698.5,358.0,0.3314,REGIME_A_LE_06,108056.5,107698.5,108670.2143,358.0,613.7143,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,2.0191,0.0202,0.0346,2.0537,30,TP_HIT,UNAMBIGUOUS
540,2025-07-06T14:00:00+00:00,2025-07-06T21:00:00+00:00,SOLUSD,SHORT,SOLUSD_9614_BEARISH_9557_9565,153.871,151.49,2.381,1.571,REGIME_B_GT_06,152.0853,153.871,150.2995,1.7858,1.7858,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0537,0.0205,-0.0205,2.0332,7,SL_HIT,UNAMBIGUOUS
541,2025-07-07T00:00:00+00:00,2025-07-07T03:00:00+00:00,BTCUSD,LONG,BTCUSD_9624_BULLISH_9618_9621,108890.0,108222.5,667.5,0.6136,REGIME_B_GT_06,108723.125,108222.5,109223.75,500.625,500.625,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.0332,0.0203,0.0203,2.0535,3,TP_HIT,UNAMBIGUOUS
542,2025-07-07T14:00:00+00:00,2025-07-07T16:00:00+00:00,ETHUSD,LONG,ETHUSD_9638_BULLISH_9618_9621,2547.25,2523.45,23.8,0.9406,REGIME_B_GT_06,2541.3,2523.45,2559.15,17.85,17.85,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0535,0.0205,-0.0205,2.0329,2,SL_HIT,UNAMBIGUOUS
543,2025-07-07T20:00:00+00:00,2025-07-08T01:00:00+00:00,XRPUSD,LONG,XRPUSD_9644_BULLISH_9631_9633,2.2721,2.2543,0.0178,0.7858,REGIME_B_GT_06,2.2677,2.2543,2.281,0.0133,0.0133,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0329,0.0203,-0.0203,2.0126,5,SL_HIT,UNAMBIGUOUS
544,2025-07-08T18:00:00+00:00,2025-07-08T20:00:00+00:00,SOLUSD,SHORT,SOLUSD_9666_BEARISH_9635_9641,153.571,152.109,1.462,0.957,REGIME_B_GT_06,152.4745,153.571,151.378,1.0965,1.0965,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.0126,0.0201,0.0201,2.0327,2,TP_HIT,UNAMBIGUOUS
545,2025-07-08T22:00:00+00:00,2025-07-09T05:00:00+00:00,XRPUSD,SHORT,XRPUSD_9670_BEARISH_9641_9650,2.3315,2.3045,0.027,1.1709,REGIME_B_GT_06,2.3113,2.3315,2.291,0.0202,0.0202,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0327,0.0203,-0.0203,2.0124,7,SL_HIT,UNAMBIGUOUS
546,2025-07-09T14:00:00+00:00,2025-07-09T19:00:00+00:00,BTCUSD,LONG,BTCUSD_9686_BULLISH_9677_9683,108911.0,108439.0,472.0,0.4336,REGIME_A_LE_06,108911.0,108439.0,109720.1429,472.0,809.1429,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,2.0124,0.0201,0.0345,2.0469,5,TP_HIT,UNAMBIGUOUS
547,2025-07-10T16:00:00+00:00,2025-07-10T17:00:00+00:00,SOLUSD,SHORT,SOLUSD_9712_BEARISH_9704_9711,159.142,157.751,1.391,0.8783,REGIME_B_GT_06,158.0987,159.142,157.0555,1.0433,1.0433,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0469,0.0205,-0.0205,2.0264,1,SL_HIT,UNAMBIGUOUS
548,2025-07-11T15:00:00+00:00,2025-07-11T19:00:00+00:00,ETHUSD,LONG,ETHUSD_9735_BULLISH_9720_9729,2958.05,2914.4,43.65,1.4791,REGIME_B_GT_06,2947.1375,2914.4,2979.875,32.7375,32.7375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,2.0264,0.0203,0.0203,2.0467,4,TP_HIT,UNAMBIGUOUS
549,2025-07-13T07:00:00+00:00,2025-07-13T12:00:00+00:00,ETHUSD,SHORT,ETHUSD_9775_BEARISH_9755_9758,2979.35,2960.55,18.8,0.6347,REGIME_B_GT_06,2965.25,2979.35,2951.15,14.1,14.1,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,2.0467,0.0205,-0.0205,2.0262,5,SL_HIT,UNAMBIGUOUS
